FEN,Move
r1b2rk1/pp1q1ppp/4pn2/3p4/2pP1P2/2NB4/PPP2PPP/R2Q1RK1 w - - 0 11,d3e2
N2k2r1/1p2p1b1/p3Ppp1/P3nP1p/P7/7Q/4B1PP/R4n1K b - - 0 26,g7h6
5rk1/7p/p1p5/BP3p2/3P4/5P2/b6P/2K1R3 b - - 0 26,a6b5
7k/2q3p1/4pP2/ppp3p1/8/2P3P1/PP1Q1P1P/6K1 b - - 0 33,g7f6
r1bqkbnr/ppp2p1p/3p2p1/3Pp3/3nP3/8/PPPN1PPP/RNBQKB1R w KQkq - 0 6,c2c3
r3k2r/ppp3pp/2np1n2/4pq2/5p2/1P1P1P2/PBPKB1PP/RN5R b kq - 1 13,f5g6
3R4/8/8/p1k2p2/P4P2/2K4N/8/8 w - - 9 52,c3b3
8/6K1/8/5k2/4r3/8/p7/8 b - - 1 54,f5g5
r5r1/4R1b1/n1p3kp/pp1b2p1/8/PP4B1/2P2PPP/4R1K1 b - - 2 25,g7c3
1R6/5ppk/6p1/p2pN1n1/P2P2P1/2K1qP2/8/8 w - - 4 41,c3c2
r2qk1nr/ppp2p2/3p4/4p1p1/3nP3/2NP1Q1P/PPP3P1/2KR1B1R w kq - 2 12,f3g3
1R6/p5k1/2p3p1/7p/3P4/2P5/PP4PP/2r1NK2 b - - 3 29,a7a5
r1r3k1/pp3pp1/7p/qB1p4/1n1Pn1Q1/2N1B3/PP3PPP/R4RK1 w - - 1 18,e3h6
4rnk1/pp5n/2b1p1B1/4B1Pp/1q1P3P/1P4N1/P1Q4K/R7 b - - 0 28,h7g5
r2qk2r/ppp2pp1/3pb2p/n7/2BPQ3/4B3/P1P2PPP/R4RK1 w kq - 1 15,c4e6
6k1/3n1pb1/4b1p1/2p1p2p/2PpP3/1P1B3P/r2N1PP1/1R3NK1 w - - 0 30,d2f3
r2r2k1/pp1n1ppp/2pqpn2/8/3P2b1/2N1P3/PP1NBPPP/2RQ1RK1 b - - 7 12,g4e2
5r2/ppp1n2p/2b1k1p1/3pP3/q7/N2P3P/PP1B2P1/R5K1 b - - 1 20,a4d4
r2q1rk1/1b1nb1pp/p1n1p3/1p1pp3/3P1B2/P4N1P/BP2NPP1/R2QK2R w KQ - 0 15,d4e5
6k1/1p3pp1/p3p2p/P1r4P/8/5KP1/1r6/8 b - - 2 51,f7f5
2kr3r/pppq4/3b1n1p/4pbp1/8/2NP2B1/PPPQB1PP/R4RK1 w - - 2 15,d2e3
r3k2r/pppb2pp/2n1pp2/4P2Q/2B1pB2/8/PPP2PPP/R4RK1 b kq - 5 12,g7g6
5rk1/5pp1/3q4/1p1p1p2/3Q4/6rK/2P3P1/1R3R2 w - - 0 35,h3h2
8/p7/4k1p1/2P2pKp/1P5P/6r1/8/8 w - - 0 52,g5h6
2kr4/pb2qp2/1p3n1p/2n2Pp1/8/2P2N2/P1Q1B1PP/RN4K1 w - - 0 20,e2f1
r4rk1/pp1n1pbp/2pp2p1/8/3PPq2/1BP3PP/PP6/R1B2RK1 w - - 0 16,c1f4
rnbq2k1/ppp1rppp/5n2/3p2N1/1P1P4/6P1/PP3PBP/RNB2RK1 b - - 2 11,b8d7
2kr3r/pp1bqpRp/4p3/2bpPP2/3n4/P2B4/1P4PP/RNBQ3K b - - 0 15,e6f5
8/8/2q3k1/p3Rp2/P4P2/1P4P1/4KB2/8 b - - 1 53,c6c3
r4rk1/pp4bp/1qn1p1p1/2p5/8/2PP1N2/PP3PPP/R1BQR1K1 b - - 1 14,a8d8
8/1p3kbp/p5p1/n2pN3/P1pPrPP1/2P5/1P5P/R1B3K1 b - - 1 24,g7e5
1r6/1P5p/4pkbP/1P2p3/1KN1P3/5P2/6R1/8 b - - 2 45,b8b7
r2qk2r/pp2bppp/2n2nb1/2pp2B1/8/P1NP1PN1/BPP3PP/R2QK2R b KQkq - 4 11,h7h5
3R4/8/p3r2p/4kpp1/3pp3/6PP/3K1P2/8 b - - 5 44,f5f4
rn1qk2r/ppp3bp/2b1ppp1/3P4/3P4/5NP1/PP3PBP/RNBQR1K1 b kq - 0 11,c6d5
8/5p1p/PQ4pk/5p2/8/6P1/5P1P/3R2K1 w - - 1 57,b6f6
3r1r1k/pp4pp/6p1/3BR3/8/2PQ2Pb/PP3P1P/R5K1 w - - 1 22,f2f3
6k1/4r1p1/1R1b1nP1/8/8/8/6K1/8 b - - 8 44,f6e8
r4rk1/pp2qp1p/2p1bbp1/8/4B3/P2P1Q2/1PP1NPPP/1K1R3R b - - 3 16,a8e8
r1b2rk1/pppq2bp/2np2p1/4p1B1/3P4/2P2N2/PP1NQPPP/R3K2R w KQ - 0 13,d4e5
r6r/p1p1kppp/4p3/1p6/3P4/1PP2P2/P4KPP/R6R w - - 0 18,h1e1
8/ppn5/4k1p1/2p3K1/3p4/1PP5/P7/8 w - - 0 39,c3d4
r3k1nr/ppp1q1p1/2nbp2p/4p3/4P3/2NBB3/PPP2PPP/R2QK2R w KQkq - 0 10,d1h5
r2qr1k1/pp1nbppp/2p2n2/3p4/3P4/2NQ1N2/PPP2PPP/R1B1R1K1 b - - 1 11,d8b6
r6r/pkq5/2p3Pb/1pP4p/4Q3/2N1B3/PPP3PP/2KR3R w - - 0 28,e3h6
r1b1k2r/pp1n1p1p/5q1p/2pp4/3N2P1/2Q1P2P/PPP2P2/R3K2R w KQkq - 0 13,d4b5
r1b5/2pp2Q1/1p6/p6R/1kB5/1P6/P1nP2PP/1RB3K1 b - - 0 21,d7d6
3r1rk1/1pp4p/p4pp1/7n/2PB3R/3R1P2/PP2K1PP/8 b - - 0 25,f6f5
r4r2/pp1bqpkp/2pp2p1/8/2P5/1P2PB2/P4PPP/R2Q1RK1 b - - 1 15,f8d8
r2q1rk1/1pp2ppp/p4n2/2p5/4P3/2PP1Q2/PBP2PPP/R4RK1 w - - 0 13,c3c4
3rr1k1/pp3q1p/1Bp1bppQ/8/1P6/5BP1/P3PP1P/2RR2K1 b - - 0 24,d8d1
r2qk2r/ppp2p2/2n1p2p/5bp1/1bBP4/2N1PNPP/PP4P1/R2QK2R w KQkq - 1 12,e1g1
4r1k1/3bbppp/p4n2/q3p1B1/3rP2P/2P1QPN1/P7/1R2KNR1 b - - 0 22,d4a4
r1b1kq1N/pppp2pp/2n5/4p3/2B1P3/8/PPP2bPP/RNBQ1K1R b q - 0 9,f2h4
r2q1rk1/pp3ppp/3p1b2/1B2pP2/3nN3/8/PPP2PPP/R2Q1RK1 w - - 2 13,a2a4
r2r4/1b1nppkp/3q2p1/8/1p3P2/2P3N1/1PQN2PP/3R1RK1 w - - 0 22,d2b3
6k1/6bp/p1Bpp1p1/1p4Pn/8/4B3/PPP5/2K5 w - - 0 28,c6b7
r4rk1/pp6/2p3p1/3n1p2/3Pp1P1/2P5/1BB2P2/4K2R w - - 2 27,c3c4
3r4/2k3bp/2qp2p1/2pRp3/p3P3/1QP2P2/1P4PP/5RK1 w - - 0 32,b3c2
6k1/p4r1p/1p2K1pQ/2p2p2/8/8/PP6/7R w - - 1 33,h1e1
3r2k1/5p1p/p5p1/1P1r4/3p4/3B4/1P3P1P/3R3K b - - 0 27,a6b5
R7/5p2/2Bbkp2/1P1p3r/8/6p1/4PP1P/1R4K1 w - - 0 30,a8e8
4k2r/ppp2ppp/4bb2/3r2B1/2p4P/N1P2N2/PP3PP1/R4RK1 b k - 2 20,e8d7
6k1/6pp/pnnbppb1/1p1p4/1P6/P2PPN1P/4BPP1/B4NK1 b - - 5 28,e6e5
rnbqkb1r/ppp1pppp/5n2/8/2B5/P1N5/1PPP1PPP/R1BQK1NR b KQkq - 4 5,c7c5
5rk1/1BB1bppp/5p2/p7/1n4P1/5N2/PPP3PP/2KQ3R b - - 0 16,f6f5
q3k2r/4bpp1/4bn1p/1p1pN3/1PpP3B/1nP2B2/5PPP/1N1Q1RK1 b k - 1 17,e8g8
3r1k2/pp3p1p/8/8/P1Pr4/2KP1RpP/1P3P2/4R3 w - - 0 28,f2g3
2r3k1/5ppp/p1p2n2/qp2N1Q1/3P4/3bP1P1/PP3PP1/2R1R1K1 w - - 7 21,e5d3
5r1k/6pp/3p1n2/3Bp3/2P1P1P1/Pq5P/5Q2/1N3RK1 w - - 1 32,f2f3
2rq1rk1/pp3ppp/3b1n2/8/3p4/1P4P1/P1Q1PPKP/RNBR4 w - - 1 16,c2d3
r1b3k1/pp1n4/2r1P3/6N1/5P2/2bp2P1/P6P/2R2RK1 b - - 0 29,d3d2
r4rk1/3nqppp/2p1b3/1p1pp1P1/p6P/1P2PP2/PBPPQ3/1K1R2NR w - - 0 16,d1f1
r3r1k1/5ppp/1p1q1p2/P1p5/2PbP3/P2P1BP1/6KP/1R1Q1R2 b - - 0 22,a8a5
rnbqk2r/p3bppp/1pp2n2/3p4/Q7/2NP2P1/PP2PPBP/R1B1K1NR w KQkq - 1 8,g1f3
r1b1r2k/pp3pp1/1q3b2/3p4/8/2PB1N2/PPQ2PPP/R4RK1 w - - 4 17,h2h4
5rk1/4bppp/pq2b3/1pp1p3/4P3/P2PBQ1P/1PP3PN/R4RK1 w - - 4 19,f3g3
8/8/2nk1p2/3p1p1p/5Pp1/2KNP1P1/7P/8 b - - 7 59,d5d4
2kr3r/ppp2pp1/2np1q1p/4p2b/P1B1P3/2PP1N1P/1P1N1KP1/R2Q1R2 b - - 4 12,c6e7
r1bqkb1r/pp1n1ppp/4pn2/2pp2B1/3P4/2N2N2/PPPQPPPP/2KR1B1R b kq - 1 6,f8e7
k7/2QP4/p4p2/1p6/8/5P2/P4PKP/3r4 b - - 0 39,d1d2
8/5k2/2p4b/1p3p1P/4pP1B/P1P1P3/1P1K4/8 w - - 4 50,b2b4
3r1rk1/p4ppp/3q1B2/2p2p2/3p4/2P2P2/PP4PP/R2Q1RK1 b - - 0 21,d6f6
r3kb1r/p6p/2n1q1p1/2p2p2/4n3/3NP3/PPP3PP/RNBQ1RK1 w kq - 2 16,b1d2
r1bq1rk1/ppp1pp1p/3p1np1/8/3bPP2/1PNB4/PBPP2PP/R2QK2R w KQ - 3 9,d1f3
3k1q1r/pp6/2p1Qbpp/3R4/B7/8/P1P2PPP/2K5 b - - 0 26,d8c7
1r2r1k1/8/1p1Q1pNp/p1pP4/2q5/7P/P3p1P1/4R1RK w - - 0 37,g6e7
5k2/3b2pp/B1p5/1pP1p3/5p2/2P2PPP/P4K2/8 b - - 0 29,f8e7
r2qr1k1/pp1nppbp/2p2np1/3pN3/3P1B1P/3QP3/PPP1NPP1/R3K2R b KQ - 2 11,d8b6
r2qk2r/1p2nppp/p1nbp3/3pNb2/B2P1B2/2N5/PPP2PPP/R2QK2R w KQkq - 4 10,e5c6
r4rk1/pp3ppp/2n2n2/5b2/2Pp4/P4N2/1q1NBPPP/R2Q1RK1 w - - 2 13,f3h4
b1rq1rk1/4bp1p/2p1pnp1/1p1p4/3P4/1P1BPN2/P1RN1PPP/1QR3K1 b - - 5 15,e7a3
8/p1r2p2/4p1p1/PKp1P3/5Pk1/8/1P6/8 b - - 5 34,c5c4
r1b1r1k1/ppp2ppp/1bnq4/8/1P2B3/2PP1N1P/P3Q1P1/RNB2K1R b - - 0 13,f7f5
6k1/1b1p4/p4bn1/1pp5/8/2PP3K/PP6/6R1 b - - 1 30,g8f7
r1bq1rk1/ppb2ppp/2np1n2/3Np3/1P2P3/P2B1N2/2PB1PPP/R2QR1K1 b - - 2 13,f6d5
2b1kbnr/3q1ppp/R3p3/1Q1p4/3P4/2P1PN2/5PPP/2B1KB1R b Kk - 0 13,c8a6
r1bqk2r/pp2bp1p/2p1pp2/8/3P4/3BnN2/PPPQ1PPP/1K1R3R w kq - 0 12,d2e3
1k2r3/6p1/4N3/5P2/p1p5/1p3P2/PPK4P/4R3 w - - 0 34,a2b3
r1bqk2r/pp1p1pbp/4pnp1/2p5/4P3/1BNPQn2/PPP2PPP/R1B1K2R w KQkq - 0 9,e3f3
r3r1k1/1b4bp/p1q2n2/1p3PN1/3QpP2/1PB4P/1PP5/2KR3R b - - 0 23,f6h5
8/5k2/3B1p1p/3n2p1/P2N1nP1/4p1K1/8/8 w - - 0 39,a4a5
8/1p6/1k6/p2n4/8/1K6/8/8 w - - 0 66,b3a4
6k1/1pp3p1/1b2bp1p/4p3/1q2P2N/3r4/1BQ2PPP/R5K1 w - - 0 21,c2d3
8/3N4/2p5/6R1/3k4/8/P4PP1/6K1 b - - 1 37,d4c4
r1bqk2r/pppp1p1p/5np1/2b1p3/2BnP3/1P1P4/P1PQ1PPP/RNB1K1NR b KQkq - 0 7,d7d5
r4rk1/pp1qppbp/2np2p1/2p5/2P1BP2/1P2P1Pb/PB1P1Q1P/R3NRK1 w - - 1 17,b2g7
8/2p3pk/7p/p7/8/1K6/8/8 b - - 0 42,h6h5
3r1k2/p1p1p1bp/1p3p2/1P1P1npP/2P5/B5P1/PR3PK1/4R3 w - - 0 30,b2e2
r1bq1rk1/p3ppbp/1pn3p1/8/3P4/1QP1BN2/P4PPP/R3KB1R w KQ - 0 12,f1e2
r3kb1r/p4ppp/1p3q2/3P4/8/5nP1/PPP2P1P/R2QKB1R w KQkq - 0 13,e1e2
2R4r/5k1p/p4ppB/8/Br6/1P5P/1P3PP1/6K1 w - - 4 30,c8h8
6k1/5p1p/8/p1p5/1p3NP1/1P4BP/P1P5/4K3 b - - 0 40,g8f8
1r1qr1k1/2p3bp/p1p2pp1/4P3/5P2/2P1P1B1/P5PP/1R1Q1RK1 w - - 0 17,b1b8
2k4r/1pp1np2/r2P1qp1/1QB1p3/2P1P3/1R6/P3NN2/1R2K2q w - - 0 29,f2h1
5bk1/1pq2p1p/p1p3p1/3p4/1P1P4/2P3P1/P2Q1PBP/4R1K1 w - - 0 21,g2f1
8/5k2/8/7p/3B2p1/6P1/5PKP/8 w - - 1 39,f2f4
2r2rk1/p4ppp/4qn2/1N1p1b2/1P1Q4/P4B2/5PPP/R4RK1 b - - 4 19,a7a6
2r3k1/7p/5q2/p2Rp3/2P5/P5P1/4QP1P/2K5 w - - 3 33,e2g4
5r2/R1B1bk1p/2p1p1b1/1pP5/1P1P4/4P2p/4KP2/7R b - - 1 31,g6h5
r1b1r1k1/ppqnbppp/2p2n2/4p3/2P5/2N2NPP/PPQ1PPB1/R1BR2K1 b - - 0 11,a7a5
r2q1rk1/pb1n2pp/1p6/8/Q1NPpp2/7P/1P3PBb/R1B1K3 w Q - 0 21,a4a3
r3k3/p2n1r2/1p4p1/2p2p2/3Bp3/2P5/P1P1PPB1/1R2K2R w Kq - 0 23,d4h8
3r2k1/1R1n1p1p/4p3/2qp4/2rN2P1/2N1Q3/7P/5RK1 w - - 1 29,e3g5
1r3rk1/5pbp/p1q1p3/6Pp/N1p4P/P1P1B3/1P3P2/2KR4 w - - 2 26,d1d2
rnb1kbnr/p3pppp/q7/3p4/P1pP4/2N1PN2/2PB1PPP/R2QKB1R b KQkq - 4 8,g8f6
2kr3r/ppp2pp1/3pbn1p/8/q7/2PB1N2/P2K1PPP/R1B1R3 b - - 11 20,c7c5
2kr3r/1pp1bpp1/p1np1n2/4p2p/4P1q1/2NPBN2/PPP2P2/R2QRBK1 w - - 2 14,f1g2
8/8/7p/3k1K2/7P/6P1/8/8 b - - 0 52,h6h5
r1r5/3nkpQ1/p2b4/6P1/3P1q2/4B3/2pNK3/2R3NR w - - 10 39,e3f4
r3k2r/ppp1qppp/8/1b1p2B1/8/8/PPP2PPP/RN1Q2K1 w kq - 0 13,g5e7
3qBk2/p5pp/1p6/2b5/6n1/1Q1b1N2/PP3PPP/R1B3KR w - - 2 18,b3f7
8/8/7k/8/2K5/pr6/2b5/8 b - - 1 61,h6h5
5rk1/ppp3pp/2n2r1q/4p3/P1Pp4/3P1P2/1P3PBP/R2Q2RK w - - 4 23,d1b3
2r1r1k1/Rp3pbp/8/2Bqp2p/1P6/6PP/2Q2P1K/5R2 w - - 0 28,f1d1
2k1q3/1p6/1p6/6p1/5p1p/4R3/PPP3PP/3R2K1 w - - 0 28,e3e8
2kr1br1/1bpp1Q1N/p4p2/1p6/2n1P3/8/PPP2PPP/R1B1K2R w KQ - 1 15,f7g8
r4rk1/2qn1pp1/2pbpnp1/pp4B1/1P1P4/P1P2N1P/4NPP1/R2Q1RK1 b - - 1 17,a8a6
2r2rk1/pp1n1ppp/3q4/8/NBP5/5N2/PP3PPP/2KR3R b - - 3 20,d6b4
8/3P2k1/K5p1/1Pq5/8/8/2r5/8 b - - 1 67,c5g5
rn2k1nr/1bq2pb1/p2p2pp/Pp1Pp3/2p1P3/2P1BN2/1PB2PPP/RN1Q1RK1 b kq - 0 13,b8d7
4r1k1/p4ppp/2pr4/3B4/1PP5/3KP2P/6P1/R3R3 b - - 0 29,c6d5
r2qkb1r/pp1b1ppp/2nPp3/1B1p4/8/4PNP1/PPPB1P1P/R2QK2R b KQkq - 2 11,f8d6
4k3/Q7/8/8/2B2P2/8/PPP3PP/RN2K1NR b KQ - 0 21,e8d8
r1b1k1nr/pp4pp/1qp1p3/8/3bP3/2N2nQ1/PPP1K1PP/R1B2B1R w kq - 0 14,g2f3
2r1kr2/8/4p3/6R1/3P4/2P1P2Q/P4qPK/R7 b - - 1 36,e8e7
2kr4/pp2np2/2b1p3/2p1q3/3P4/1P6/P1PQN3/1K1R4 b - - 0 23,c5d4
2r5/2r2pkp/6p1/p7/1b3B2/6P1/5PKP/4R3 w - - 0 33,e1d1
r3r1k1/pp1b2b1/7p/3Np3/2P2P2/8/PP3P1P/R3R1K1 b - - 0 22,e5f4
r1bqk2r/1p2bpp1/p3p2p/4p3/P1p1P3/2NP2PP/1PPQB1P1/R4RK1 w kq - 0 14,f1f3
8/p6R/5kp1/8/7R/4P3/r4KPP/8 w - - 3 37,f2f3
rnbq1rk1/1p1pbppp/2p2n2/p3p3/B3P3/2PP3P/PP3PP1/RNBQK1NR w KQ - 0 7,g1f3
1r4k1/pp3pBp/4b1p1/8/2n5/2q3P1/P1P2PBP/3RRNK1 b - - 0 24,c3g7
rn1q1rk1/pbppb1pp/1p2p3/5p2/3Pn3/2PBPN2/PPQN1PPP/R1B1K2R b KQ - 7 9,d7d5
5rk1/pp3ppp/4p3/3nP3/2b5/2P3P1/P1P3B1/2K1R3 w - - 1 19,a2a4
4r1k1/5pp1/p4n1p/2Np4/3P4/4PQ1P/1q4P1/3R2K1 b - - 0 27,a6a5
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP1B2/5NP1/PP1NPPBP/R2Q1RK1 b - - 5 8,d6f4
3r1r1k/3nb1pp/3p4/p1p1pp2/PpP5/1P1P1NPP/1B3PBK/4R1N1 w - - 2 25,f3d2
r4r1k/p6p/1pq3p1/3p1nP1/3P4/2P5/PP4P1/R4RK1 w - - 0 22,a1e1
r1bqkbnr/ppp3pp/2N5/5p2/8/2N3P1/PP1PPP1P/R1BQKB1R b KQkq - 0 7,b7c6
5r2/pp1r1pk1/6p1/b7/5P1P/1R6/P5P1/5R1K b - - 0 23,f8h8
r2r2k1/1b2bppp/p1p1pn2/4q3/8/1BN1BQ2/PPP3PP/3R1RK1 w - - 0 16,e3f4
r1bqkb1r/ppp2p1p/2np1np1/1B2p3/4P3/5N1P/PPPPQPP1/RNB2RK1 b kq - 1 6,f6d7
1r3rk1/p4pp1/b1p1p1qp/2pp4/5PP1/1P1PP2Q/PBP5/2KR3R w - - 1 22,g4g5
rnbqk2r/ppp1bppp/3p1n2/3Pp3/8/2N2P2/PPPB2PP/R2QKBNR b KQkq - 4 7,b8d7
8/6k1/p2R1pp1/1br5/8/8/PK6/8 w - - 3 33,d6d1
r2r2k1/pb2nppp/1p6/2p5/8/2QB1N2/qP3PPP/3R1RK1 w - - 0 20,f3g5
r7/pppbkppp/4n3/4P3/4P3/2N1B3/PPP1B1PP/5RK1 w - - 1 16,c3d5
2kr3r/1p2qp2/p1b1p2p/2bpP3/8/2N2PB1/PPPQ1P2/R3K2R w KQ - 1 18,g3h4
r1bqk2r/pppnnpb1/3pp1pp/8/3P4/2P1PNB1/PP2BPPP/RN1QK2R w KQkq - 2 8,h2h3
1r1q1rk1/pb1n1pbp/1pp2np1/4p3/4P3/1PPB1N2/PB1NQPPP/2KR3R w - - 0 13,b2a3
rn1q1rk1/1b3ppp/p1pp1n2/1p2p3/4P3/P1NPPN1P/BPP3P1/R2Q1RK1 b - - 0 11,b7c8
r1b2rk1/ppppnpbp/2n3p1/4P2q/2BP4/1Q3N2/PP3PPP/RNB2RK1 b - - 8 13,e7f5
4R3/2P5/7p/4p3/4k3/4p2P/2r5/4K3 w - - 2 49,c7c8q
rn2k1nr/ppq2ppp/2p1p3/2Pp1b2/3P1P2/2N1P3/PP4PP/R2QKBNR b KQkq - 0 8,b7b6
r1bqk2r/p1bp1pp1/1pn1pn1p/8/1PP5/P1N1PN2/4BPPP/R1BQ1RK1 b kq - 0 11,a7a6
r2q1rk1/1b2bpp1/pn1ppn1p/1pp5/4PN2/P1NP3P/BPP2PP1/R1BQ1RK1 w - - 3 13,d1f3
r1bq1rk1/1pp1bppp/2n1pn2/p2p4/P4P2/1P2PN2/1BPPB1PP/RN1QK2R w KQ - 0 8,d2d4
2r3k1/1p2r1b1/p6p/P1Nb1pp1/3P4/P3PN2/3KBPP1/R6R w - - 0 23,a1c1
rnb2rk1/2pp1p2/p4p1p/1p2p3/4P3/1BbP4/PPP1NPPP/R3K2R w KQ - 0 12,e2c3
r2r2k1/5p1p/1p2p1p1/pB1nq3/8/8/PPQK2PP/3R1R2 w - - 1 20,d2c1
1q5k/6p1/5p1p/5Q2/8/6PP/5P1K/8 b - - 0 43,b8b7
rn1qk2r/pppnppb1/6p1/6Pp/3PPB1P/3Q4/PPP5/RN2K1NR w KQkq - 1 12,b1c3
2q2rk1/p1p2ppp/4bn2/4B3/8/2Q5/PP3PPP/R3K1NR w KQ - 3 15,g1f3
r2q1rk1/pb1n1pbp/3p2p1/1ppNpP2/3nP1P1/3P2NP/PPP3B1/R2QBRK1 w - - 6 16,c2c3
8/4k2p/2p5/p5PK/2P5/8/P7/8 w - - 0 46,h5h6
r2q1rk1/pp3ppp/1pbpnn2/4p3/2B1P3/P1PP1N1P/1P3PP1/R1BQ1RK1 b - - 2 13,h7h6
8/8/2n5/1k2pN2/8/2Pr1P1P/2R3PK/8 w - - 3 51,c2e2
8/1N4pp/p3k3/2p5/8/2P3P1/PP5P/7K b - - 0 35,e6d5
r3q1k1/1bp2pb1/p4np1/1pQ5/8/1P1B1P2/P1P3PP/5RK1 b - - 0 26,e8c6
3q1rk1/2p2ppp/1b1pbn2/8/3N4/2P3P1/1BKNQP1P/R7 b - - 0 18,b6d4
8/6pp/4pk2/4p2P/p7/P1r5/3K3r/8 w - - 8 55,d2c3
3r4/p2Q1pkp/1p1P2p1/2p1P3/5P1b/1P2q3/P5PP/5R1K w - - 5 30,d7g4
3r1rk1/1b1n1pp1/p1p1pq1p/1pP5/1P1P1n2/P4NN1/2Q2PPP/R3RBK1 w - - 4 18,g3e4
5rk1/1r2bp1p/pp1ppp2/8/1PP5/P1N1P3/5PPP/R4RK1 w - - 0 17,f1c1
8/2pkb3/2p5/3ppr2/P7/1P1KB3/2P5/8 b - - 1 42,f5f3
r5qr/ppp4p/2kp1Q2/4p1B1/1b2P1b1/3P4/PP3PPP/n2K3R w - - 4 28,f2f3
r2qkb1r/pp2pppp/2n2n2/3p4/2pP1BPP/2P1PP2/PPb5/RN1QK1NR w KQkq - 0 10,d1c2
r3kb1r/ppp3p1/2n4p/3b4/1q1Pp3/2N4N/PP2Q1PP/R1B1KB1R w KQkq - 0 14,c1e3
3N4/5R2/6p1/4R3/P2P3k/2r5/5PKP/8 w - - 0 35,h2h3
r1b2knr/pp1p1ppp/n2P4/2p1N2q/8/P1B1R3/2P1PPPP/3QKB1R w K - 2 18,g2g4
1k6/1p1r2pp/pBr2p2/P4P2/4p1P1/3P4/1Q5P/4R1K1 w - - 0 29,e1e4
4k3/8/8/1p6/4qr2/8/8/3K4 w - - 0 52,d1d2
r2qkbnr/1b1n1pp1/pp1p3p/2p1p3/4P3/1P1P2P1/PBPNQPBP/2KR2NR b kq - 1 9,g8e7
r4rk1/pppqbp2/2np2pR/4p3/2B1P3/2NPPN2/PPPQ1K2/6R1 w - - 0 16,g1g6
8/2p3pk/5p1p/1P2pP2/2P5/4B1KP/8/8 b - - 0 36,g7g6
rnb1r1k1/ppp3pp/1b3p2/7n/4P3/P1N2N1P/1PP1K1PB/R4B1R b - - 1 13,f6f5
r5k1/pp1n3p/2pp2p1/8/4PN2/8/P1P3PP/b4R1K w - - 0 22,f1a1
r4rk1/pp1n1p1p/2p3p1/3p1q2/8/2P1PB1P/PP2QPP1/R4RK1 b - - 1 16,f5e6
7R/1kp3p1/1nnp2b1/1Q3p2/3P4/1P3P2/P1PB4/2K3q1 w - - 1 28,c1b2
rn2r1k1/pp3qpp/2b1p3/2p3N1/2BP2Q1/2P1R3/PP3PPP/R5K1 w - - 2 20,g5f7
rn1qr1k1/1bpp1p2/p4n1p/1p1P2p1/4P3/2QB1PB1/PP4PP/R3K1NR b KQ - 1 14,f6d5
1R6/4P3/5k2/2pB2p1/2P2p2/3P1K1P/8/8 b - - 0 58,f6e7
2b2rk1/pp4pp/1n3p2/1n2p3/4P3/5PP1/PP5P/2RR1BK1 w - - 0 24,f1b5
r1bqkn1r/pppnbppp/3p4/4pP2/4P3/2NPB3/PPP3PP/R2QKBNR w KQkq - 1 8,d3d4
2kr2nr/pppbq1pp/2pb1p2/4p3/4P3/1PNPBN2/P1P2PPP/R2Q1RK1 w - - 3 10,f3d2
r4rk1/4bpp1/1qn1p2p/p2pPn2/3P4/1P3N1P/P3NPP1/R1BQ1RK1 w - - 5 16,a2a3
8/1k2n3/1p6/3p1p2/4n1P1/4K3/6r1/8 b - - 0 57,f5g4
4r2r/ppp3pk/2n3bp/7n/2NP1p2/2P2Qb1/PP1B2Bp/4RK1R b - - 1 23,g3e1
r4r2/ppp2pk1/3p4/8/3pPnN1/2P5/PP1N1PP1/R4RK1 w - - 0 21,g2g3
7B/8/4k1p1/5nPp/3K1P2/8/8/8 w - - 2 42,d4e4
r1bqkb1r/p4ppp/2p2n2/8/8/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 10,d1d8
r4rk1/ppp2ppp/2n2n2/q7/3PP3/P7/1B1NQPPP/R3K2R b KQ - 0 14,f6e4
5kr1/1pp2q2/1p1pp1np/4p1pN/4P1Q1/2PPR1P1/rP3P1N/6K1 b - - 0 27,g6f4
r4rk1/pp1nbppp/1qp2n2/3pN3/3P1P2/2P5/PP1NQ1PP/R1B2RK1 w - - 1 12,e5d7
2k1r3/1pp2pp1/p1n4p/8/2P1nP2/4B2P/PPK3B1/3R4 w - - 0 21,h3h4
2r3k1/1b3pn1/1p2p1p1/3p2Np/Pq1P3P/1r2P1P1/4BPK1/1R3Q2 w - - 0 38,b1b3
8/1pp1b1kr/3p3q/p2Pp3/P1P1PpP1/1PN2Q2/7P/6RK w - - 2 33,g1g2
5rk1/1q5p/4pNp1/1p1pP1P1/p1rN1P2/P1PQ4/1P1K4/R7 b - - 1 35,g8h8
5rk1/4bp2/2qp2p1/4p2p/nP2P1nP/2PP1N2/P2BK3/RN2Q2R b - - 5 24,f7f5
r4rk1/pNpqpp1p/2p3p1/8/2B2B2/3P4/PbP2PPP/1R1Q1RK1 b - - 1 14,b2d4
8/6pk/1p2q2p/7P/5B2/p4PK1/8/8 w - - 1 33,f4d2
rnbq1rk1/1pp1bpp1/p4n1p/3p2B1/3P4/2NBPN2/PP3PPP/R2QK2R w KQ - 0 9,g5f6
8/8/P3p3/3p4/5ppk/1PQ5/5P1N/4R1K1 w - - 0 49,h2f3
