FEN,Moves
B7/6p1/7p/3N4/8/5K1k/3q4/4q3 b - - 1 61,d2f2 e1e2 e1h1
4Q3/1R6/8/Q5B1/2p3k1/2N3P1/1PP3PP/6K1 w - - 3 41,e8e2
8/5pkp/KP4p1/3q4/8/8/8/2q5 b - - 4 48,c1a3 c1a1
7Q/1K6/2p5/2p2R2/8/2PP2k1/1P2Q3/8 w - - 3 81,h8h2 e2f3
8/8/8/4k3/4r3/5q2/3K4/6qq b - - 3 71,e4e2 h1h2 h1g2 g1h2 g1g2 g1f2 g1d1 g1c1
3q4/5K2/1P6/1k6/6q1/8/8/8 b - - 2 53,g4g8
6Q1/8/8/3Q4/5P1k/4K3/8/8 w - - 1 65,d5h1
6K1/q7/7q/3p4/3Pk3/8/8/8 b - - 9 69,a7h7 a7g7 h6g7
8/8/8/8/K7/2q5/8/1qk5 b - - 1 67,c3b4 c3a1 b1b4 b1b3
1rb4k/3p4/p1p5/2n5/7P/2q5/6K1/q7 b - - 0 31,b8b2
1Q6/8/8/6p1/k5P1/2Q2P2/PPK5/8 w - - 21 53,b8e8 b8b4 b8b3 c3b4 c3a3
1n2kbnr/1p1b1ppp/8/8/r3q2P/3q4/5KP1/8 b k - 2 30,f8c5 e4e3
Q4Q1Q/Q7/8/6k1/8/6P1/6BP/R5K1 w - - 5 61,a7g7
rnb3k1/ppp2r2/2q3p1/4K3/8/8/3q4/8 b - - 7 38,b8d7 f7e7 f7f5 c6e8 c6e6 c6d5 d2d6 d2d5 d2f4 d2e3 d2c3 d2b2
2K5/5q2/8/3p4/4k3/3n4/1p6/7q b - - 3 76,h1h8
3Q4/1Q5p/4k1p1/5p2/5B2/3P4/P1P2PPP/6K1 w - - 1 48,d8e7 d8d6 d8b6 b7e7 b7d7 b7d5 b7b3
8/8/6k1/K6p/7P/8/2q5/1q6 b - - 9 68,c2a2
1QQ2Q2/3QK3/8/8/8/8/k7/8 w - - 1 83,c8a6 d7a7 d7a4
8/4Q3/7B/P6B/3k4/1Q6/2K4b/8 w - - 0 66,e7e3 h6e3 b3d3
8/3B4/1P6/2K2Q2/4Q3/3P2k1/2P5/8 w - - 7 75,f5f4
8/8/P2K4/2QN4/1QP1k3/8/6P1/8 w - - 13 69,b4b1
2Q5/5kp1/3Q3p/6p1/6P1/KP3P2/P1P4P/3n4 w - - 1 33,c8f8 c8e6 d6e6
8/8/3Q4/6pk/2B2p2/4Q3/2P2PPP/2K5 w - - 0 44,e3h3
8/5r2/1K6/4q3/8/3k4/8/2q5 b - - 1 71,c1h6
6k1/8/8/8/8/6q1/5q2/2K5 b - - 9 61,g3g1
7k/8/3K4/1q6/7p/8/8/q4nq1 b - - 1 50,a1e5
6Q1/6Q1/B7/8/5K1k/P7/1P6/8 w - - 5 55,g8h8 g8h7 g7h8 g7h7 g7h6 g7g4
3RR3/8/8/1RR5/P2B2p1/6P1/3k1K2/8 w - - 3 64,d4h8 d4g7 d4f6 d4e5 d4e3 d4b2 d4a1
8/8/2p2p2/q2b1k2/1q6/3K4/8/8 b - - 17 63,b4e4 b4d2
8/Q5qr/1Q6/p3kp2/P7/5BP1/5PK1/8 w - - 5 46,a7a5
5rk1/p4ppp/8/4q3/7P/6R1/4b1PK/2r1q3 b - - 0 35,e5g3 e1g3 e1h1
8/8/1K6/3q4/6k1/8/8/3rq3 b - - 3 82,e1a5
1QQQ4/5k2/P7/4Q3/8/8/5KPP/R1B5 w - - 1 46,d8g8 d8e8 d8f6 c8e6 c8f5 e5f6
8/4P1k1/4K3/6p1/8/3q4/8/7q b - - 2 69,d3d5 h1d5 h1e4 h1e1
Q7/4k1K1/2Q5/3P4/1P2P3/3P4/8/8 w - - 1 58,a8f8 a8e8 c6c7 c6e6
8/8/3Qp3/3p4/4Q3/7P/6P1/k6K w - - 3 51,d6a3
6k1/1p6/7p/6p1/8/4q3/5q2/7K b - - 5 51,e3e4 e3h3 e3f3 e3e1 e3c1 f2g1
3Q4/8/2Q5/4k3/8/4BPP1/P3K2P/8 w - - 1 44,d8f6 d8g5 d8d5 d8a5 c6f6 c6d5 c6e4
8/p7/P1q5/4bK2/3q3k/8/8/8 b - - 3 55,c6f6 d4f4 d4e4
1Q6/4P3/7k/5Q2/8/6P1/P1P2P2/4K3 w - - 1 57,b8h8 b8f8
6k1/Q7/7Q/8/8/6P1/6PP/5BK1 w - - 9 48,a7h7 a7g7 a7a2 h6g7 f1c4
8/6p1/6K1/7p/5Q2/7k/3n3P/6Q1 w - - 4 62,f4g3 g1g3
1k3q2/pn6/8/6K1/8/8/4q3/3q4 b - - 21 73,e2h5 e2g4
4Q3/8/p7/1p1K2Qp/7P/P1pk4/1P6/6B1 w - - 0 61,e8e4
6k1/1b1p4/5p2/2p2r2/8/2K5/8/1q4q1 b - - 1 47,g1d4 g1c1
8/8/8/6Q1/8/1kp4R/5Q2/R3K1N1 w - - 2 50,g5b5
8/8/8/1K6/8/2Q5/4k3/2Q5 w - - 9 66,c3e3 c1e1
6k1/6pp/8/3K4/8/3b3q/5p2/q1q5 b - - 1 62,h3d7
2k5/1pp5/7K/8/6q1/8/8/5q2 b - - 9 41,f1h3 f1h1
1Q6/5p2/3pk3/6Q1/5pK1/5P2/6P1/8 w - - 1 53,b8e8 b8c8
3R4/8/8/8/8/3P4/4Q1Q1/2k3K1 w - - 5 51,g2f1 e2c2 e2f1 e2e1
8/8/8/2b2bp1/3p4/1q6/4K1k1/q7 b - - 1 56,b3e3 b3d3 b3c2 b3b2 b3a2 b3d1 a1d1
1n2r1k1/p3bppp/8/4PK2/q3Q3/8/P1q3PP/7R b - - 7 25,a4e4 c2e4
2k1K3/2p5/8/8/p7/8/8/1rr2rrr b - - 1 56,c1e1
8/p6p/1p3k1p/6qP/3n4/P7/3q4/5K2 b - - 5 47,g5g2 d2e2
5Q2/8/6Q1/8/8/7k/1P6/6K1 w - - 7 48,f8h8 f8h6
2Q5/6QR/5P2/8/4P2P/4p3/4K3/7k w - - 1 52,c8h3
8/8/8/7P/5kP1/8/5P2/RQ3QK1 w - - 1 45,b1f5
8/2K1Q3/8/8/3k2p1/1Q6/7P/8 w - - 0 61,e7e3
8/8/8/8/7K/5q2/6q1/2k5 b - - 15 76,f3g4 f3h3 g2g4 g2g3
8/q6k/1p2QKp1/2p5/7P/8/8/6q1 b - - 3 48,a7g7
8/8/8/4k1p1/1P3p2/2P4Q/2K2Q2/8 w - - 6 60,f2d4
5K2/8/8/4q3/3k1p2/8/8/6q1 b - - 1 64,g1g7
8/p1P1b2k/8/1P6/4q3/5q2/3K4/8 b - - 2 45,e7g5
1K4k1/4q2p/6p1/5p2/4q3/8/8/8 b - - 3 59,e7b7 e4b7
2Q1Q3/1K6/2R5/8/3k4/8/8/8 w - - 5 68,c8d8 c8d7 c6d6
5q2/8/1q4rk/1bq4p/q7/8/7K/8 b - - 3 72,a4h4
8/8/5Kp1/7p/8/Q5P1/1Q5P/3k4 w - - 6 60,a3a1
1K6/2p5/1k6/8/8/8/1p6/q2bnrqq b - - 1 64,h1h8 h1a8 h1b7 g1g8 f1f8 a1a8
2Q5/3Q4/1k6/8/1K6/8/8/8 w - - 1 66,c8b7 c8c6 d7c7 d7b7 d7d4
2Q5/8/1Q6/8/6P1/6K1/k7/8 w - - 11 56,c8a8 c8a6
6k1/1p4p1/2p5/3b4/1K6/8/8/q4q2 b - - 1 57,f1f8 f1b5 f1c4
QQQ3N1/8/8/8/3k4/8/3P1PPP/R1B1K2R w KQ - 3 43,c8c3 b8d6
r7/2p3p1/1p2p1kr/3nP2n/4K3/8/3q4/q7 b - - 3 32,d2e3 d2e2 a1h1
8/5pp1/2k1b3/2p1n3/5p2/5q2/3K4/7q b - - 1 57,f3d3 h1d1
5rk1/5pp1/4p2p/4q3/8/8/5KP1/2q5 b - - 1 43,e5e3
8/2p2K2/2k5/2p5/8/1Q6/8/3Q4 w - - 15 59,d1d5
4Q3/p1p2Q2/3k3p/2pp2p1/PP2p3/4P1P1/2P4P/6K1 w - - 1 36,e8e6 f7f8 f7e7 f7d7 f7g6 f7f6 f7e6
8/8/8/5K2/8/r7/8/3rr1rk b - - 15 62,a3f3
8/7q/1q6/4K3/6k1/8/8/8 b - - 7 61,h7f5
3Q4/8/1N5p/2Q5/4k1p1/7P/5PP1/6K1 w - - 0 61,d8d4
8/8/3k4/8/1PQ1Q3/1KP5/8/B7 w - - 21 71,e4e6 c4c6
6k1/1p6/5r2/4K2p/q4N1N/1q6/8/8 b - - 5 50,a4f4
2R5/pp1Qbk1p/6p1/4QP2/1q1p4/3P4/5PPP/2B3K1 w - - 5 31,d7e8 d7e6 d7d5
8/q7/P7/6k1/K7/8/8/1q6 b - - 3 53,a7a6
5r2/5pP1/3k3p/3p3P/5p2/q7/7K/1q6 b - - 0 48,a3g3
8/2k5/p2p4/8/8/2q5/1q6/5K2 b - - 3 61,c3c1
8/7p/5Q2/3k1nB1/6B1/8/PPQ2PPP/RN3RK1 w - - 1 21,g4f3 c2c6
4Q3/6Qp/8/b4k2/2p2B2/2P5/1PK2nPP/7R w - - 0 34,e8e5 g7g5
5K2/8/8/3q2q1/4kp2/5p2/8/8 b - - 3 60,d5g8
8/8/8/8/QK6/8/2P3QR/3k4 w - - 1 54,a4a1 h2h1 g2d2 g2h1 g2g1 g2f1
8/8/K7/5k2/8/8/8/1qq5 b - - 11 66,c1a3
3Q4/8/8/4Q3/8/2P2k2/5P2/6K1 w - - 3 56,d8d1
3Q4/6k1/8/5Q2/6p1/6P1/5P2/6K1 w - - 1 55,d8f8
3r2k1/1p3pp1/4p3/4PPP1/3Np3/5q2/3K4/1q6 b - - 6 42,d8d4 f3d3 b1d1
8/pp2k2p/5pqP/4p3/7K/8/8/2q5 b - - 3 40,c1h6 c1h1
5K2/2q2p2/4p1k1/4P2p/8/3q4/8/8 b - - 7 63,c7d8 d3d8
5Q2/8/2Q5/6kp/6P1/7P/7K/8 w - - 1 52,f8f6 c6f6
8/8/8/8/6k1/5q2/1K6/3q4 b - - 3 61,f3b3
4k3/1Q6/7Q/8/8/8/1K6/3R4 w - - 11 55,b7d7 h6h8
5Q2/8/6Q1/8/5K2/8/P6k/8 w - - 5 66,f8h8 f8h6
1K4k1/8/8/8/p7/4r3/8/q1q3qq b - - 1 69,e3e8 e3b3
6k1/6pp/8/5P1K/6P1/6q1/4q3/8 b - - 2 44,g3g4 e2g4
8/5N2/8/2Q1Q3/6p1/3k2P1/P4PK1/8 w - - 7 48,e5e3 c5c3
8/8/8/P1N5/1k5p/7R/nN5K/1nq2q2 b - - 1 72,f1f2 f1e2 f1h1 f1g1 c1d2 c1c2 c1b2
8/8/6p1/5p2/5P2/1k4q1/3K4/7q b - - 1 62,h1e1
2K4Q/5k2/2Q5/3P4/8/8/8/8 w - - 1 60,c6e8 c6f6 c6e6
r5k1/6p1/6P1/5p1P/5P1K/3q4/8/3q4 b - - 6 49,d1g4
Q7/7k/2R5/6Q1/7P/8/8/6K1 w - - 1 68,a8g8 c6c7 c6h6 g5g8 g5e7 g5h6 g5g6
2Q5/k7/1p6/p2Qp1P1/8/8/PP3KP1/R3R3 w - - 2 43,c8a8 c8b7 d5a8 d5f7 d5d7 d5b7
4k3/1Q5p/5p2/R7/3Np1Q1/4P3/5PPP/3R2K1 w - - 4 40,a5a8 g4g8 g4c8
8/kpp5/p7/8/8/P1q5/3q4/5K2 b - - 11 50,c3c1 c3a1
8/r5k1/4b3/2q5/3n4/8/3K4/5qq1 b - - 3 58,a7a2 c5a5 c5b4 c5c2 c5c1 d4f3 d4b3 g1g5 g1f2 f1e2 f1d1
7n/2q2k1P/5p1K/8/8/8/8/5q2 b - - 1 56,c7h2 f1h3 f1h1
Q7/8/8/2k5/4Q3/8/3KB3/8 w - - 1 85,a8c6
Q7/6p1/3p4/1Q5p/n2p4/k3n3/6PP/6K1 w - - 11 43,a8a4
8/5p2/4k3/2K2p2/8/6P1/7r/1q2q3 b - - 1 43,e1c3
2K5/1p6/2b3q1/q7/8/8/5k2/8 b - - 5 70,g6g8 g6e8
Q6Q/5k2/8/8/8/8/6P1/6K1 w - - 1 55,a8e8
6k1/5pp1/7p/8/q5q1/8/5R2/5K2 b - - 5 57,a4d1 a4a1
2kr3r/2p1q1p1/1pQ2n2/1p2p3/2nP3p/5Q2/2P3PP/RNB2RK1 w - - 3 23,a1a8
1k6/1p6/5Q2/2p5/Q7/8/2K5/8 w - - 8 62,f6d8
4K3/1q6/8/5kp1/8/8/8/5b1q b - - 1 72,h1h8
8/8/3K4/3p1k2/8/3q4/8/2q1q3 b - - 1 56,e1e6
8/8/8/8/8/q1k5/1q6/4K3 b - - 9 70,a3a1
2k5/1pp3p1/p7/3q4/8/PPKP4/5q2/8 b - - 1 33,d5c5 d5d4
Q7/2k5/4Q3/3P4/2P2P2/6B1/5KP1/8 w - - 3 65,a8c8 e6c6 f4f5
5K2/4P3/8/3q4/1k6/8/8/q7 b - - 1 87,a1h8
8/8/1k6/2p5/1q6/3K4/8/qr5q b - - 3 67,h1e4
Q6Q/3k4/1Q6/B7/6K1/8/8/8 w - - 5 73,h8e8 h8d8 h8h7 h8g7 a8e8 a8d8 a8b7 a8a7
8/8/8/p7/K5k1/8/5Q2/7Q w - - 2 55,h1h4
8/3K4/k7/3B4/1Q6/1Q6/8/8 w - - 7 73,b4b6 b4a4 b4a3 b3a4 b3a3 b3a2
4q1q1/8/8/6k1/8/1r4p1/5q2/n6K b - - 3 73,g8h8 g8h7 g8d5 e8a8 e8c6 e8h5 e8e4 e8e1 b3b1 f2h2 f2f1
4Q3/7k/8/6Q1/8/8/8/3K4 w - - 15 70,e8g8 e8h5 g5g6
8/8/7K/8/8/8/k4q2/6q1 b - - 15 66,f2h4 f2h2
rk5K/1p6/3b4/8/8/8/8/5qq1 b - - 0 42,f1h3
2Q5/8/3BB3/8/8/4Q3/6PK/3k4 w - - 3 60,c8c1 e6g4 e6b3
4k3/2Q5/Q7/8/8/p3K3/6P1/8 w - - 7 70,a6c8 a6a8
1Q1R4/5p2/2Qn4/8/2Pk3p/4r1pP/1PP3P1/5K2 w - - 5 38,b8d6 c6d5
6k1/p5P1/1p6/4P3/4q3/3q4/P7/n1K5 b - - 4 47,d3c2
5k2/Q7/6p1/6Q1/6p1/4p1P1/5P2/6K1 w - - 2 44,g5d8
5K2/7q/5p2/5qp1/8/k5r1/8/8 b - - 3 61,f5c8
1R6/5ppk/1p2p1p1/4P3/4q2P/6PK/5P2/3q4 b - - 2 43,e4h1 d1h1
8/k7/8/7K/5q2/6q1/8/8 b - - 11 75,f4g5 f4h4 g3g5 g3g4
3Q4/p2b4/1p5Q/3p4/3k4/8/PP1N1P2/R3KB2 w Q - 3 37,h6e3
8/8/8/8/8/3Q4/p1Q2PK1/k7 w - - 4 65,d3d4 d3c3 d3f1 d3d1 c2c3 c2c1
8/8/K7/R4Q2/Q7/Q7/Q7/4k3 w - - 34 66,f5f2 f5b1 a5e5 a3e7 a3b4 a3g3 a3e3 a3c3 a3c1 a2f2
8/2p3kp/5n2/7q/5K2/8/8/6q1 b - - 3 68,g1g5 g1f2
6k1/6bp/8/8/7K/8/4q3/6q1 b - - 5 54,e2g4 e2h2 g1g4
8/8/6P1/4q3/3k2K1/8/8/7q b - - 7 72,h1h5
3K2k1/5qb1/6p1/8/8/8/8/4q3 b - - 3 68,e1e8
8/2k3p1/6P1/1p2q2p/7K/5q1P/8/8 b - - 3 36,e5e7 e5f6 e5f4 e5g3 f3f6 f3f4 f3e4 f3g3 f3f2
q7/P4k2/K7/8/8/8/8/4q3 b - - 1 57,a8c6
8/8/p7/P1K5/4k3/8/8/1q1q4 b - - 3 59,d1d5 b1b5
8/7k/5pp1/2r4p/4K3/2q5/1q6/8 b - - 5 53,b2b4
3k4/7q/8/1q4P1/5PK1/8/8/5n2 b - - 2 60,b5e2
7Q/8/5Q2/8/pP1p2k1/P2P4/2P2PPP/R3R1K1 w - - 7 45,h8h4 h8h3 e1e4 h2h3 f2f3
8/7p/7k/4Q3/6Q1/8/6PK/8 w - - 1 54,e5g7 e5f6 e5e6 e5d6 e5h5 e5g5 e5f4 e5e3 g4g7 g4e6 g4h5 g4g5
2b1n1k1/5pp1/7p/8/5K2/8/3r4/1q4q1 b - - 3 53,b1f5
5Q2/1p6/kp6/4Q3/2p5/2P5/PPK5/8 w - - 0 40,f8a8 f8a3
8/8/7p/4k2P/8/q7/1b1K4/5q2 b - - 1 73,a3d3 a3c3
7q/N4kp1/4p3/2bn2P1/4b3/1r2P3/3K1P2/1q6 b - - 3 39,b3b2
8/5p2/8/K1p5/3b4/8/1q4k1/2q5 b - - 7 66,c1a1
8/2pk1P2/8/8/8/2q5/1q6/7K b - - 13 57,c3e1 c3c1
8/k7/4q3/1r6/8/2KP4/8/1q6 b - - 1 62,b1b2
7r/K7/4k3/8/8/2r5/2q5/1q1bq3 b - - 1 58,c3a3 c2a4 c2a2
5r1k/3b2p1/p1p1p3/1pP5/1P1q4/1B6/P1K5/6q1 b - - 3 45,f8f2 g1d1
4Q3/8/5k2/3Q4/p1p5/2P3p1/P7/2K5 w - - 0 40,e8f7 d5e5
5rk1/5ppp/6q1/3p3n/7K/4PP2/8/3q4 b - - 0 40,d1h1
1Q6/4K3/8/8/k7/2Q5/8/8 w - - 9 66,b8e8 b8b4 b8b3 c3b4 c3a1
Q7/ppp1k2p/2n4q/7B/4Nn2/8/PPP1Q2P/R4R1K w - - 1 22,a8e8
1R6/3B4/3N4/3N2K1/3N4/3N4/k2N4/8 w - - 37 129,b8a8
6Q1/1pp1k3/3b4/p4b2/3Q4/8/PP3P2/nNK4R w - - 5 39,d4g7
5rk1/1P3pp1/Q3p2p/8/8/6qP/3q4/5K2 b - - 1 40,g3g2 g3f2 g3e1 d2g2 d2f2 d2e1 d2d1
1k6/8/2Q4K/1pQ5/p7/P7/8/8 w - - 7 57,c6c8 c5b6
7Q/p3kP2/1p6/4B3/3P4/8/Q5p1/6K1 w - - 1 53,h8e8
8/1pn2Q2/6pp/3nN1bk/2Q5/3P4/P4PPP/2R2RK1 w - - 0 38,f7g6 f7f3 c4g4
1Q6/8/3N2p1/6Q1/8/P6k/8/2K5 w - - 1 47,b8h8
8/1p2k3/4P2p/8/6P1/1q6/q7/5K2 b - - 2 37,b3d1 b3b1
8/8/8/1K6/8/q7/1kq5/8 b - - 5 69,c2c5
8/2p5/3k4/p7/P4K2/8/2b5/3qq3 b - - 1 57,e1e5
2Q5/8/p7/6B1/Bk3p2/1P6/5KP1/Q1R5 w - - 3 46,c8c5 c8c3
6k1/4K1pp/2b5/8/8/3q4/q7/1q6 b - - 3 50,d3d7 a2f7 a2e2 b1b7 b1b4 b1e1
8/8/3p2q1/3Kp3/3pP3/3P4/5k2/2q5 b - - 1 56,c1c5
3Q4/8/8/1Q6/4kp2/3p3p/3p1PPP/5RRK w - - 21 68,d8d5 d8d3 b5d5
3Q4/4Q3/6k1/5p2/1P3p1p/5Bb1/P5P1/6K1 w - - 0 50,d8d6 d8b6
6K1/q7/q3k2p/1p3pp1/2b5/8/8/8 b - - 7 68,a6c8
8/8/8/8/8/2K4Q/4Q3/6k1 w - - 5 62,h3h2 h3g2 h3f1 e2e3 e2h2 e2g2 e2f1 e2e1
5Q2/6Q1/3K4/8/8/P7/7k/8 w - - 0 65,f8h8
1Q6/8/R1QQ4/8/8/8/P5PB/k5K1 w - - 1 65,d6f6 d6e5 d6d4 d6d1 c6c3 c6c1 h2e5
6k1/3q1p2/3p1q2/2p4K/8/8/8/8 b - - 3 51,d7f5 d7h3
8/5K2/4B3/8/P7/3Q4/1Q6/6k1 w - - 7 74,d3d1 d3b1
8/3b1p1k/4pPp1/3pq1Pp/1b5B/7P/5K2/1r5q b - - 1 50,e5e1 b4c5 b4e1 h1f1 b1b2 b1f1
8/8/5b2/4q3/3q1r2/8/k7/2K5 b - - 43 96,e5c7 e5c5
QB3rk1/1Q3ppp/4p3/3p4/1RbP4/2n1P3/5PPP/2q1N1K1 b - - 2 25,c1e1
7Q/8/8/8/Q1P5/8/P4P2/RNk3K1 w - - 1 35,h8c3
r1b3Q1/p3Q3/1pk5/3pP3/n1p1p3/2P1P3/PP1NNP2/2KR3R w - - 1 26,e2d4
8/2q5/1q5p/4k2P/K7/8/8/8 b - - 7 67,c7a7
2b4K/4k3/1q2p3/8/6q1/8/2r5/8 b - - 3 44,c2h2
7k/1p2Q3/2p1B1p1/2P1p1Qp/1P2Pp2/5P1P/6PK/5q2 w - - 7 53,g5h6 g5f6 g5e5
2K5/8/8/7r/4k3/5p2/8/rr1rr1r1 b - - 1 79,h5c5
8/5PPK/8/7N/k7/8/1Q6/1Q6 w - - 17 71,b2b4 b2a2 b2a1 b1a2 b1a1
6k1/5p1p/6pn/p7/8/8/1r3qPK/1q6 b - - 1 42,f2h4 f2g2
2k5/7p/8/6p1/2q3P1/q4P2/3K3P/8 b - - 5 59,a3c1
8/8/8/1K6/7Q/6Q1/5Q2/3k4 w - - 7 68,h4h1 g3g1
8/8/4q3/b7/5K2/1kp5/2p5/6q1 b - - 5 73,g1g4 g1e3
4Q3/B5pQ/5k2/8/8/P6P/5K1P/8 w - - 1 46,h7g6
8/8/kp1Q4/3QB3/3P3p/4PK2/P4PPP/8 w - - 4 37,d6a3
8/5Q1p/3b2pk/8/P5Q1/1KP1N3/8/8 w - - 5 50,g4h4
Q7/p4pk1/3q4/2p3P1/7P/5B1K/P7/6q1 b - - 0 45,d6g3 d6h2 g1g3
8/8/4pQ2/4P2p/3Q1Pk1/P7/5PKP/8 w - - 1 39,f6g5 d4d1 f4f5 h2h3 f2f3
8/4k3/3r1p2/2K5/8/5n1P/1q6/4q3 b - - 3 58,b2b4 e1b4 e1c3 e1c1
2Q5/8/8/8/1P3k1p/3Q2p1/7P/6K1 w - - 0 46,c8f5
1Q6/1Q4P1/4P1K1/k7/8/8/8/8 w - - 11 86,b8a8 b8a7 b7a8 b7a7 b7b5
3Q4/p5k1/1p2Q3/5pb1/2P3B1/6P1/PP6/4K3 w - - 0 40,d8g8
6Q1/8/4K3/8/8/7P/7k/5Q2 w - - 3 53,g8b8 g8g2 g8g1 f1g2
6R1/2k3K1/5Q2/5Q2/8/8/8/8 w - - 9 70,f5c8
NQ4Q1/4K3/2k1N3/8/8/8/8/8 w - - 1 65,g8g2
5nk1/1p3pp1/1P2P2p/3p4/5P2/6P1/q3q2P/6K1 b - - 1 46,e2g2 e2e1 e2d1 a2b1 a2a1
2Q5/8/3k4/8/6BP/5P2/6P1/2Q3K1 w - - 1 60,c8e6 c8c5 c1c5
1Q6/8/2Q5/4N3/3K4/k7/8/8 w - - 3 69,c6a8 c6a6
2q5/2P2k2/3K4/8/8/8/7p/6q1 b - - 1 63,c8e6
8/8/7k/6r1/2K2pP1/5P2/8/qq6 b - - 1 67,b1b5
8/7k/Kp6/2q5/2P5/8/8/7q b - - 3 49,c5a5 h1a8
6k1/4Q3/3Q4/8/8/5PP1/8/6K1 w - - 7 45,d6d8 d6b8
6k1/3Q4/2Q5/1B6/8/8/1K6/8 w - - 7 53,c6c8 c6a8
8/5p1P/b7/2n2kP1/3p4/q7/5K2/1q6 b - - 0 50,b1f1
2K5/4k3/8/8/4p3/8/5q2/1q1q4 b - - 1 66,f2c5 f2c2 d1d8 d1d7 d1c2 d1c1
r1b2bnr/pp3ppp/8/7k/5Q2/3Q4/PPP1PPPP/RNB1KBNR w KQ - 5 9,f4g5
Qn1r1b2/2k2p1Q/B2ppq2/8/3P4/8/P4PPP/q1B1R1K1 w - - 1 19,a8b7
Q7/8/7k/5Q2/7p/5P1K/6P1/8 w - - 1 58,a8h8 a8f8
5QQ1/8/8/8/3k3p/K4P1P/1P3P2/8 w - - 1 59,f8d6
1k6/4Q3/p5Q1/1p6/2P2P2/3P3p/1P5K/8 w - - 2 57,g6g8 g6e8
3Q4/1p6/8/1p3k2/8/8/1P2Q3/1K4R1 w - - 7 50,d8f8 d8g5
8/8/6q1/6R1/8/1k4K1/8/5q1r b - - 5 68,g6g5
6k1/8/1pq2p2/4b3/3r4/K7/8/1q6 b - - 5 50,c6a8 c6d6 c6c5 c6a4 c6f3 c6c3 c6c1 e5d6 d4a4 d4d3
8/6k1/8/1N3Q2/P6Q/7P/7P/7K w - - 5 53,h4h7
4Q3/8/3k4/6K1/8/5Q2/6P1/8 w - - 3 50,f3c6
rn4n1/pb1p3Q/2pbkp1p/4p3/P3P1q1/2B2N2/1PP1Q1PP/3RKB1R w K - 7 19,e2c4
1Q6/5p1k/5Qp1/6P1/p7/7P/P4P2/6K1 w - - 1 49,b8h8 f6h8 f6f7
6k1/p4pp1/7p/3q3P/2p5/K1P5/2P5/1q6 b - - 5 42,d5a5
8/7b/7q/8/8/6K1/3qk3/8 b - - 7 93,d2g5
8/8/4bk2/8/2pK4/8/2q3q1/1q5q b - - 3 72,g2f2 g2g1 h1g1 b1b6 b1g1
8/6B1/3Q4/3K1Q2/7k/8/8/8 w - - 5 58,g7f6 d6f4 d6h2
1R6/3q4/KP6/2q2k1p/7P/8/8/8 b - - 7 61,c5b5 c5a3
1Q6/2RP4/3Q4/8/4P1K1/5P2/k7/8 w - - 3 64,c7a7 d6a6
8/3Q2Q1/1p2B3/p1p5/1kp1P3/3P4/PP1K4/8 w - - 0 42,g7c3
8/5k2/5p1p/K6P/8/1q6/1b6/2q5 b - - 3 50,c1a1
Q3Q3/8/1K1k4/8/7B/8/8/8 w - - 1 59,e8e7 a8d8 a8c6 h4g3
2Q5/1Q6/8/8/6P1/k6K/8/8 w - - 7 68,c8a8
r2q1rk1/pp3p1p/3p4/2nPb3/8/K6P/P7/5q2 b - - 1 37,d8a5
2K5/8/2b5/1q6/8/2k5/8/3q4 b - - 1 68,b5b7 d1d7
8/8/8/5p2/8/6K1/3QQ3/1k6 w - - 6 66,e2f1 e2e1 e2d1 d2b2 d2e1 d2d1
8/5b2/5K2/8/8/1k4q1/8/4q3 b - - 7 64,g3g6 e1e6
8/8/8/4K3/7Q/k7/3Q4/8 w - - 29 73,h4b4
8/3k4/3p4/7p/8/2q5/3q4/5K2 b - - 9 68,c3c1 c3a1
8/5k2/3K1p2/8/4q3/2q5/8/8 b - - 3 40,e4e6 e4c6 e4d4 e4d3 c3c6
3QQ3/8/1p5B/5k2/p7/8/PP4PP/R6K w - - 7 43,d8g5
3QQ3/p4pk1/2p3p1/7p/6P1/P6P/1P4BK/8 w - - 0 48,e8h8
8/2k5/p7/7K/8/6q1/8/5q2 b - - 7 63,f1h3 f1h1
Q2Q4/8/8/5p2/8/2P1k2P/6PK/8 w - - 1 55,a8f3
5Q2/Q7/7Q/8/2k3K1/2p5/2P5/8 w - - 0 57,f8c5 a7c5 h6c6
6Q1/3N4/7k/1K6/8/6Qp/7P/8 w - - 5 50,g8h8 g8g6 g3g6 g3g5 g3h4 g3h3
8/8/5q1b/8/4K3/7k/8/5q2 b - - 5 71,f1f5 f1c4 f1f3
4K1k1/1q4p1/5qP1/2pp4/8/8/8/8 b - - 5 49,b7c8 b7e7 b7c6 b7b5 f6f8 f6e7
3Q4/8/8/2KQ4/5k2/8/8/8 w - - 3 82,d8g5
8/8/8/p3k3/8/2K5/q7/1q6 b - - 1 54,a2c2 b1b3 b1c2
5k2/2K3p1/7p/1qP5/8/3q4/8/8 b - - 5 41,d3d7
5R2/4r1pk/8/P5p1/3P2Q1/4P1P1/q4PK1/1q6 w - - 0 39,g4h5
3k4/p2p4/8/3q4/2nq4/8/2K5/8 b - - 9 50,d4b2
4Q2Q/1R6/8/6k1/1p6/4P1K1/1r4P1/q7 w - - 1 46,e8h5 b7b5
8/8/8/3Q4/2Q5/k7/3K1P2/8 w - - 5 58,c4b3
6k1/1Q6/5p2/8/7p/3Q1p2/5P1P/6K1 w - - 3 47,d3d8
