FEN,Move,Win Probability,FEN ID
r2q3r/3p1pk1/p2n1bp1/1p1bNB1p/1P6/7Q/PB4PP/R4R1K w - - 1 23,"['f5d7', 'f5g6', 'f5c2', 'a1d1', 'f5d3', 'f5b1', 'h3d3', 'f5g4', 'f1d1', 'h3g3', 'h3e3', 'e5f7', 'e5g6', 'f1f4', 'a1e1', 'b2c3', 'f5e6', 'f5e4', 'a1c1', 'a1b1', 'h3c3', 'f1f2', 'h3a3', 'h1g1', 'b2d4', 'e5d3', 'a2a4', 'a2a3', 'b2a3', 'f1f3', 'e5d7', 'f1g1', 'f1c1', 'e5f3', 'f1e1', 'e5c4', 'f1b1', 'e5c6', 'h3h4', 'h3b3', 'h3f3', 'e5g4', 'b2c1', 'h3g4', 'h3h5']","[0.6465391720148663, 0.6139489294360486, 0.603425129353426, 0.5838871815019091, 0.5550076484124536, 0.5092041601288086, 0.4659933421436654, 0.39569407338298884, 0.36447485800156987, 0.3585257312416039, 0.2893737496589443, 0.2730042477661579, 0.2693655907860994, 0.2693655907860994, 0.2621807972981455, 0.2621807972981455, 0.2427313650702102, 0.23602749100093695, 0.23206706534704952, 0.21731815726726345, 0.21669252059239175, 0.21234958051732766, 0.20088375754720622, 0.19794461416535591, 0.19736068787568456, 0.19503797801426692, 0.18875753377152027, 0.1777384739863237, 0.1692912623296785, 0.16877407540701395, 0.15051371328484564, 0.14358734593333494, 0.1417856942140951, 0.14044687122292038, 0.13305894980200939, 0.1322117556602187, 0.11620943498073888, 0.11470529526403384, 0.10814488465274963, 0.1049899270693318, 0.10157996710955025, 0.1012444276691743, 0.0960081969682186, 0.07380974114070527, 0.05374098905684277]",M9X4ZY
r7/P2k4/8/4p1P1/4N3/8/8/R5K1 w - - 1 48,"['a1a6', 'g1f2', 'g1g2', 'g1f1', 'a1a3', 'g5g6', 'g1h2', 'a1a2', 'a1a4', 'e4d2', 'e4c3', 'a1a5', 'e4c5', 'a1f1', 'e4g3', 'a1d1', 'e4f2', 'e4f6', 'g1h1', 'e4d6', 'a1b1', 'a1c1', 'a1e1']","[0.9083735610512753, 0.9007482200375524, 0.8997562957102946, 0.8987555723308257, 0.8932674786582157, 0.8925633384935145, 0.8882521875746774, 0.8882521875746774, 0.8807308573242654, 0.8787833592032835, 0.8783905850187359, 0.8756103708512714, 0.8727758018992468, 0.8719558516110355, 0.8715441882967353, 0.8707174761414801, 0.8690504586154243, 0.8648029484019147, 0.8643718654361714, 0.854133838270865, 0.8089768011390678, 0.8002958035833291, 0.7826818427327367]",AGMVYC
1k4r1/pp3p2/2p4R/3n4/P3K3/1P5p/5P2/8 b - - 1 34,"['h3h2', 'g8e8', 'g8g4', 'b8c7', 'g8g6', 'g8g2', 'a7a5', 'd5f6', 'g8g1', 'b8c8', 'b7b6', 'g8d8', 'g8c8', 'a7a6', 'd5b6', 'd5c3', 'd5e7', 'g8g7', 'd5c7', 'g8g5', 'd5b4', 'g8f8', 'b8a8', 'f7f6', 'b7b5', 'f7f5', 'c6c5', 'd5f4', 'd5e3', 'g8h8', 'g8g3']","[0.907450014345987, 0.9062056187734753, 0.9062056187734753, 0.9062056187734753, 0.9062056187734753, 0.905892184593496, 0.9043108980252872, 0.9043108980252872, 0.903671757298256, 0.9004185528235357, 0.8984200328904497, 0.8970679952534645, 0.8960435355372941, 0.8936180227082305, 0.8925633384935145, 0.8925633384935145, 0.8914994675781045, 0.8911427929743677, 0.8907850895108885, 0.889343946637704, 0.889343946637704, 0.8878861806133279, 0.8875191266750968, 0.8871510237600677, 0.8791750393023381, 0.8752087753348773, 0.6286751633890878, 0.6104522820914586, 0.5928047194327711, 0.2766734440058442, 0.24956344857367774]",M15FK1
q3kb1r/5p1p/p3pp2/1p6/3n2b1/2NP1N2/PPP2PPP/R2QK2R w KQk - 0 13,"['c3e4', 'h1g1', 'd1c1', 'h1f1', 'd1b1', 'e1f1', 'd1d2', 'f3d4', 'a2a4', 'h2h4', 'a2a3', 'e1g1', 'c3b5', 'h2h3', 'c3e2', 'c3b1', 'a1b1', 'c3a4', 'b2b3', 'a1c1', 'c3d5', 'e1d2', 'b2b4', 'd1e2', 'f3h4', 'f3g5', 'f3d2', 'f3g1', 'f3e5', 'g2g3']","[0.649897670785642, 0.40010471851325186, 0.33190198331248677, 0.3102370382643316, 0.27446827486685393, 0.27227406568891394, 0.2427313650702102, 0.20685972352259474, 0.2032585059804044, 0.194460547256589, 0.194460547256589, 0.1893220100493414, 0.18875753377152027, 0.18651254549806995, 0.17294694147710776, 0.16569737414693786, 0.1621648870000681, 0.15918559583798003, 0.15240657549097442, 0.15145771517415685, 0.13780095806432646, 0.13305894980200939, 0.12043437276310126, 0.11138285043817636, 0.10921491048911158, 0.09794280511446124, 0.07714951649262453, 0.07482293812793234, 0.06775856494525972, 0.06569502690193751]",V1LFKK
4rr2/pkp4p/2p5/8/3P3P/1P2b3/P1P2P2/2KRR3 w - - 0 25,"['f2e3', 'e1e3', 'c1b1', 'c1b2', 'd1d2']","[0.6842206622885519, 0.6165637432224795, 0.17294694147710776, 0.13780095806432646, 0.07820468799769881]",3MJ0KA
8/pp5p/1kp1R3/4p3/4P3/2P4P/P1P1KPP1/3r4 b - - 2 21,"['d1a1', 'd1c1', 'd1h1', 'd1g1', 'd1b1', 'd1d8', 'd1d7', 'd1d4', 'd1d3', 'd1d5', 'b6c7', 'd1f1', 'b6a6', 'd1d6', 'b6a5', 'a7a5', 'd1e1', 'b6b5', 'b6c5', 'h7h6', 'd1d2', 'a7a6', 'h7h5']","[0.30086202940252793, 0.26004961055879766, 0.2281532478287117, 0.2262138557091269, 0.21173437828081765, 0.13956021014527653, 0.1309495413845757, 0.09537095564452558, 0.08860754082683975, 0.08713200331229709, 0.08090061761863632, 0.07688776954513865, 0.07636671651344662, 0.07559120864726726, 0.07380974114070527, 0.07330789078382272, 0.07280918439112949, 0.072561005162597, 0.0715760679645217, 0.07133176859971574, 0.07060348244255998, 0.070362251071588, 0.06940492607857218]",7LND13
2r1r1k1/pp3pp1/q7/8/3Qbb2/4N2P/PPP1RP2/2K3R1 b - - 7 22,"['g7g6', 'f4h6', 'g7g5', 'f4e5', 'e8e5', 'e4g6', 'f7f6', 'a6h6', 'f4e3', 'f4g5', 'e4g2', 'g8f8', 'f4g3', 'c8c2', 'a6g6', 'a6f6', 'e8f8', 'e4h7', 'g8h7', 'e4f5', 'a6e2', 'e8e7', 'c8c7', 'c8d8', 'g8h8', 'f4c7', 'f4b8', 'e4f3', 'e4c6', 'c8c3', 'b7b6', 'e4d3', 'a6e6', 'b7b5', 'c8a8', 'f4d6', 'a6c6', 'f4h2', 'a6a5', 'a6c4', 'a6a3', 'c8b8', 'a6b5', 'a6d6', 'a6b6', 'c8c5', 'a6a2', 'c8c4', 'e4c2', 'c8c6', 'a6a4', 'e8d8', 'a6d3', 'f7f5', 'e4d5', 'e8e6', 'e4h1']","[0.9373990606603658, 0.9298782182687167, 0.9223245385736566, 0.9209952833572687, 0.8922097383091949, 0.8914994675781045, 0.8834118629871756, 0.8748060686370382, 0.8630716599681828, 0.7769924697409847, 0.7737861442908731, 0.7173929335708207, 0.591915609324709, 0.5740142874632654, 0.3661823363988792, 0.11507973387664883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",YKMHAS
r4r1k/pbp1Nppp/1p1p4/3PR1q1/2P5/2NQ4/PP4PP/R5K1 b - - 0 19,"['d6e5', 'g5e5', 'f7f5', 'g5h6', 'g5h4', 'g5f4', 'g5f6', 'g5g4', 'g5g2', 'g5c1', 'a8e8', 'g5g6', 'g5g3', 'f8e8', 'g5d2', 'g5e7', 'h7h6', 'f7f6', 'b6b5', 'b7d5', 'b7c8', 'a7a6', 'g7g6', 'a8d8', 'a7a5', 'b7a6', 'a8c8', 'b7c6', 'c7c6', 'a8b8', 'c7c5', 'g5f5', 'f8g8', 'f8c8', 'f8b8', 'f8d8', 'g5e3', 'g5h5', 'h7h5']","[0.8095451579973735, 0.8026393121243155, 0.16825814846895443, 0.15576601396962686, 0.1491067941104216, 0.14540801215840354, 0.14358734593333494, 0.1400029530333191, 0.08654803604674943, 0.07133176859971574, 0.0659213917256884, 0.06347081567518353, 0.06325229595848025, 0.06195584660125636, 0.06152923944931771, 0.0506453181708183, 0.04623546138532342, 0.04495371501658807, 0.041454752369791736, 0.04087344053423547, 0.03794746924107789, 0.03688659788308618, 0.03636691402549663, 0.03598178192927293, 0.035727211667910985, 0.035474376208262826, 0.03534860562476522, 0.03460295698005372, 0.03339379353190336, 0.03280460868830959, 0.03176929171490711, 0.031207843459361728, 0.02958053593302362, 0.02833820781308205, 0.02823699706071453, 0.027637063874283718, 0.025087267386217804, 0.024202283477154085, 0.022685428835185262]",FMXWHX
rnbqkbnr/pp3ppp/4p3/2pp4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,"['e2e4', 'g1f3', 'e2e3', 'd4c5', 'd1d2', 'f4g3', 'd1d3', 'f4b8', 'f4e5', 'c3b5', 'a2a3', 'a2a4', 'h2h3', 'c3b1', 'g1h3', 'f4c1', 'a1c1', 'a1b1', 'h2h4', 'f2f3', 'f4e3', 'c3a4', 'g2g4', 'g2g3', 'd1c1', 'b2b3', 'd1b1', 'f4d2', 'b2b4', 'e1d2', 'c3d5', 'f4g5', 'f4h6', 'c3e4', 'f4d6', 'f4c7']","[0.5649872147270768, 0.5036820134406647, 0.5036820134406647, 0.4852759384118717, 0.47700323643230064, 0.454103562397001, 0.4332037205612503, 0.4332037205612503, 0.43139643471891215, 0.3904236728688792, 0.3808281678856246, 0.37390714490240246, 0.3509405771225878, 0.3509405771225878, 0.35010232921435797, 0.3426002061577233, 0.3426002061577233, 0.34094353873508304, 0.33271896373429855, 0.33108601360457973, 0.3237883625149461, 0.3229826967382582, 0.32217808052909447, 0.32137451728153066, 0.2803729359815208, 0.2774109267875924, 0.26432321070506637, 0.2551207276169529, 0.2400343786012863, 0.19736068787568456, 0.18875753377152027, 0.1463255076659773, 0.12082496069766191, 0.11773067562385076, 0.11620943498073888, 0.09254998565401296]",ORB99D
r4rk1/p4ppp/1pp1bN2/8/2pP4/5P2/PP1K2PP/R3R3 b - - 0 20,"['g7f6', 'g8h8']","[0.8946635751884419, 0.6025436609853058]",4V6N7I
2k1r2B/p2b3R/1np1P1p1/2p5/4P3/PBP5/1P4PP/6K1 w - - 1 29,"['e6d7', 'b3c4', 'e6e7', 'h8f6', 'h8g7', 'h8e5', 'h7d7', 'h2h4', 'e4e5', 'b3c2', 'h7h4', 'c3c4', 'h7h6', 'b3d1', 'g1f2', 'b3d5', 'g2g4', 'b3a4', 'h2h3', 'b3a2', 'g1f1', 'h7f7', 'a3a4', 'h7g7', 'h8d4', 'g2g3', 'h7h3', 'g1h1', 'h7e7', 'h7h5']","[0.921529463001918, 0.9107959528114045, 0.8852947047359662, 0.8815022519586655, 0.8595531287770796, 0.8559592741390071, 0.8373342157114151, 0.815157651431742, 0.8123675424543686, 0.8112424662284797, 0.8101122207399027, 0.8095451579973735, 0.8084071495958991, 0.7991162424527938, 0.7979314733413094, 0.7913220643148936, 0.7826818427327367, 0.7807971109470668, 0.7750725757821421, 0.7724945149239734, 0.7672760967619577, 0.7613064029325682, 0.7606366555288884, 0.7599656213987137, 0.7579448072556428, 0.7538685586972206, 0.742774437476965, 0.7225890732124075, 0.4696601598181785, 0.39305576011188204]",W7RE5S
6k1/p7/2p2PP1/4b2r/3pN3/1P1P4/P1P5/3K2R1 w - - 1 46,"['g1f1', 'f6f7', 'g6g7', 'g1g5', 'd1e2', 'a2a3', 'g1g2', 'd1e1', 'a2a4', 'b3b4', 'd1c1', 'g1g4', 'd1d2', 'c2c4', 'c2c3', 'g1e1', 'e4g3', 'e4c5', 'e4g5', 'e4d2', 'e4f2', 'g1g3', 'e4d6', 'e4c3', 'g1h1']","[0.9347555362081339, 0.9089846472089855, 0.9027058948988173, 0.8997562957102946, 0.8960435355372941, 0.895355564204594, 0.88970578574512, 0.8864116630140783, 0.8852947047359662, 0.883790565019261, 0.8826512446263817, 0.873184092563188, 0.8723663888643881, 0.8698862377639089, 0.8656616464722748, 0.8656616464722748, 0.8106779899506587, 0.8072639602536954, 0.7876504194826723, 0.7692427256424765, 0.7672760967619577, 0.5092041601288086, 0.45775702105393146, 0.38954771790854137, 0.26503983597811637]",SNW5SX
r1bqk1nr/ppp3bp/2n2pp1/3p4/2PP4/1Q3N2/PP3PPP/RNB1KB1R b KQkq - 0 8,"['c8e6', 'g8e7', 'd5c4', 'c6e7', 'b7b6', 'e8f7', 'd8e7', 'a7a5', 'c6a5', 'g8h6', 'd8d6', 'a7a6', 'd8d7', 'g7h6', 'c8d7', 'a8b8', 'c8g4', 'g6g5', 'c6b8', 'h7h5', 'e8f8', 'h7h6', 'c8f5', 'g7f8', 'f6f5', 'b7b5', 'c6d4', 'e8e7', 'e8d7', 'c8h3', 'c6b4', 'c6e5']","[0.4513666864926168, 0.4368235823566406, 0.39745633901469424, 0.3851787270047305, 0.37909324354871493, 0.36874985869153015, 0.3678931833857318, 0.3661823363988792, 0.35010232921435797, 0.3475931508498015, 0.3450924067173986, 0.3401166567266681, 0.32459507444197383, 0.32057201036650806, 0.31498431756230216, 0.3070941655927887, 0.30008809407041565, 0.29623554941924907, 0.2931742312343752, 0.2924118006869085, 0.2901315068241716, 0.2893737496589443, 0.28710753429786423, 0.2551207276169529, 0.24956344857367774, 0.22492742421785805, 0.1991163680760002, 0.19677806152333344, 0.18988777926009714, 0.1596790445050985, 0.1417856942140951, 0.1276336111356119]",OFJOV8
5k2/7R/6p1/2pb4/2r5/5P2/3KN1PP/8 b - - 0 48,"['d5f7', 'c4b4', 'd5c6', 'd5e6', 'c4a4', 'f8e8', 'd5g8', 'f8g8', 'g6g5', 'd5f3', 'd5e4', 'c4d4', 'd5a8', 'd5b7', 'c4e4', 'c4g4', 'c4c2', 'c4f4', 'c4c1', 'c4h4', 'c4c3']","[0.47516641034760715, 0.3904236728688792, 0.3869241464463639, 0.3773614059219311, 0.3636223933562701, 0.35683385498256776, 0.32864420511660863, 0.32137451728153066, 0.2502536698554691, 0.18988777926009714, 0.15051371328484564, 0.11248087332490314, 0.10673252134178429, 0.09892308421915808, 0.09442218785969808, 0.09317031936972209, 0.09101535279101453, 0.0851035919775297, 0.07355842196199991, 0.07305814559620055, 0.06869485746011517]",RWMCP7
r2qr1k1/ppp2pbp/3p1np1/6N1/2QP1Pb1/2P5/PP1N2PP/R1B2RK1 b - - 2 13,"['d8d7', 'e8e7', 'd8e7', 'd6d5', 'e8f8', 'd8c8', 'g4e6', 'g7f8', 'h7h6', 'd8b8', 'a7a5', 'e8e2', 'b7b5', 'g4d7', 'b7b6', 'g4f5', 'g4e2', 'e8e6', 'e8e3', 'a8b8', 'a7a6', 'a8c8', 'g7h6', 'c7c5', 'g4c8', 'c7c6', 'g4h5', 'f6h5', 'f6d5', 'f6d7', 'h7h5', 'f6e4', 'g4d1', 'g4h3', 'g4f3', 'g8h8', 'e8e4', 'e8e1', 'e8e5', 'g8f8', 'g7h8']","[0.7328028486085163, 0.7151480474362403, 0.7106262503410556, 0.6582286101488871, 0.6363776066437299, 0.5468090461073719, 0.5431567852197504, 0.4815979155878063, 0.4650771960458313, 0.4477221183422858, 0.4332037205612503, 0.4322998523826144, 0.43139643471891215, 0.4295909740554304, 0.42508560971233006, 0.4232868990440539, 0.4223883025523238, 0.4089741028083871, 0.40808439067529095, 0.4054188880512549, 0.3948139524217644, 0.392177699072727, 0.3799603223030577, 0.3730455687844096, 0.36874985869153015, 0.3376418641828339, 0.28710753429786423, 0.2788895198861058, 0.2586350767502906, 0.2579296914716822, 0.2262138557091269, 0.19852984077617208, 0.15051371328484564, 0.14678605153511798, 0.12043437276310126, 0.11696790982294991, 0.10464443579540594, 0.09442218785969808, 0.07330789078382272, 0.0, 0.0]",81AIV1
2kr2n1/pp3p2/2pp1n2/4P1p1/3P1p2/P7/1PP1B1P1/R1B2KNr b - - 0 23,"['d6e5', 'f6e4', 'f6h5', 'f6d7', 'd8e8', 'f6d5', 'f6e8', 'f6h7', 'f4f3', 'h1g1', 'c8c7', 'c8b8', 'c8d7', 'd8f8', 'd6d5', 'd8d7', 'c6c5', 'b7b6', 'a7a6', 'a7a5', 'h1h2', 'g8h6', 'h1h6', 'h1h7', 'h1h8', 'g8e7', 'h1h4', 'b7b5', 'h1h5', 'f6g4', 'g5g4', 'h1h3']","[0.8791750393023381, 0.8783905850187359, 0.8312259245929859, 0.802055385834644, 0.7991162424527938, 0.7991162424527938, 0.7626420342626421, 0.7531847075065126, 0.7262643485404467, 0.7188835525772427, 0.6607092522793869, 0.6549075932826014, 0.6540749558280547, 0.6473801693008373, 0.6414742687583961, 0.6406270050754315, 0.6380799643424951, 0.6355251419984301, 0.6355251419984301, 0.6338176636011208, 0.6312501413084699, 0.6217730635233241, 0.6104522820914586, 0.597241050790976, 0.597241050790976, 0.5945811119487451, 0.5945811119487451, 0.5928047194327711, 0.5586421525846197, 0.5413288883579234, 0.48067870579756605, 0.2092866151375503]",BF468N
8/p6p/2p2nk1/1P2r3/1P3pp1/2N2b2/3K1P1P/6R1 b - - 0 32,"['c6b5', 'e5e7', 'e5e6', 'e5e8', 'c6c5', 'f3e4', 'g6f7', 'h7h6', 'g6f5', 'g6h5', 'f3d5', 'e5h5', 'g6g5', 'g6h6', 'e5f5', 'h7h5', 'e5g5', 'g6g7', 'f6h5', 'e5e4', 'f6d5', 'f6d7', 'f6e8', 'e5b5', 'f6g8', 'a7a5', 'f6e4', 'g4g3', 'a7a6', 'f3g2', 'f3d1', 'f3h1', 'e5d5', 'f3e2', 'e5e2', 'e5c5', 'e5e1', 'e5e3']","[0.9014046421228699, 0.8957000510572336, 0.8911427929743677, 0.8878861806133279, 0.8864116630140783, 0.8791750393023381, 0.8783905850187359, 0.8760108570678772, 0.8748060686370382, 0.8707174761414801, 0.8703024236418141, 0.8690504586154243, 0.8690504586154243, 0.8613217564210567, 0.8599970469666809, 0.8595531287770796, 0.8582143057859049, 0.8559592741390071, 0.8447175769634081, 0.839826268607404, 0.8388331749797951, 0.837835112999932, 0.8343026258530621, 0.8337929818944791, 0.8254673326201856, 0.8200987926971613, 0.8190097461263064, 0.8038032652913998, 0.7997066738661006, 0.7826818427327367, 0.7820549023054933, 0.7579448072556428, 0.716645830340413, 0.6640030811678618, 0.48067870579756605, 0.43501278527292314, 0.36874985869153015, 0.32621162296292944]",ZF0PHF
r1b3k1/1pp3p1/p2p4/3Pp2P/4P3/4K3/P7/6rR w - - 0 27,"['h1g1', 'h1h2', 'h1h4', 'e3d3', 'e3f3', 'h5h6', 'h1h3', 'e3f2', 'e3d2', 'a2a4', 'e3e2', 'a2a3']","[0.14957455800426844, 0.048562579965255204, 0.047054134543335346, 0.021804596776509977, 0.021261570171601518, 0.019011667805380772, 0.018738918461668752, 0.01867133305688612, 0.016332112911719432, 0.016214225345366595, 0.015980955484104553, 0.013822608226609634]",457OHE
r1bqr1k1/pp1nppbp/2p2np1/8/3Pp3/2P2NP1/PP1N1PBP/R1BQR1K1 w - - 0 10,"['d2e4', 'f3g5', 'f3e5', 'f3h4', 'e1e4', 'a2a4', 'b2b4', 'd1a4', 'h2h3', 'd1b3', 'a2a3', 'c3c4', 'g2f1', 'h2h4', 'b2b3', 'e1e2', 'd1e2', 'd1c2', 'g1h1', 'd2c4', 'e1f1', 'g2h3', 'a1b1', 'e1e3', 'g1f1', 'g2h1', 'd2b3', 'g3g4', 'd2f1', 'd2b1', 'd4d5']","[0.5568256609665037, 0.545896437602999, 0.4205926555346196, 0.4089741028083871, 0.36532817385496535, 0.1636713177029654, 0.1621648870000681, 0.15820240791194307, 0.15576601396962686, 0.1548000581683256, 0.14864023737321475, 0.14771073929444967, 0.14540801215840354, 0.14313515442187086, 0.14268414971333432, 0.13867824357894337, 0.13823901653571885, 0.1351970515980852, 0.13433835352772516, 0.13391073492623923, 0.1313691382702844, 0.1301137622360911, 0.12640873729115243, 0.1260026858061437, 0.12438962914872875, 0.12121664079671651, 0.11583180176076446, 0.11545523538360414, 0.10743666150648551, 0.10673252134178429, 0.10395646446270596]",8KUY2R
8/7r/2KPk3/8/8/7p/7B/8 w - - 1 57,"['h2f4', 'h2g3', 'h2g1', 'c6c5', 'c6b6', 'c6b5', 'd6d7', 'h2e5']","[0.12969757635818585, 0.12722419810075325, 0.12519393136296175, 0.12398914293212276, 0.12358976412903044, 0.1227943211955751, 0.11849774804133456, 0.08172578028842459]",DLEVJT
r1k5/p1p3p1/2Qp1q1p/8/Pp2R3/8/5KPP/8 w - - 1 33,"['f2e2', 'f2g1', 'f2e3', 'f2e1', 'f2g3', 'e4f4']","[0.5, 0.5, 0.21173437828081765, 0.19216379718622123, 0.15673687957968802, 0.08255860336706944]",TFTBOL
6k1/4Q3/7p/5pp1/8/5P2/1q4K1/2R5 w - - 6 42,"['g2g3', 'g2h3', 'c1c2', 'g2f1', 'g2h1', 'g2g1', 'e7e2']","[0.5, 0.5, 0.3392907477206131, 0.3376418641828339, 0.32864420511660863, 0.32783231450251976, 0.08980417354795867]",AC3ICS
8/p1B1pk1p/1p2p1pb/8/4N3/1P2P3/P1P1KPPn/3R4 w - - 0 20,"['c7h2', 'f2f3', 'c2c3', 'b3b4', 'd1e1', 'd1c1', 'd1a1', 'f2f4', 'd1b1', 'a2a4', 'c7d8', 'g2g3', 'd1h1', 'c7f4', 'c7b8', 'd1d7', 'c2c4', 'd1d2', 'a2a3', 'e4d2', 'd1d3', 'd1g1', 'd1d4', 'd1d8', 'e4g5', 'e2e1', 'e2d2', 'e4g3', 'c7e5', 'c7g3', 'e2d3', 'e4c3', 'e4f6', 'c7d6', 'e4d6', 'c7b6', 'g2g4', 'e4c5', 'd1f1', 'd1d6', 'd1d5']","[0.9347555362081339, 0.9340786082743116, 0.92939651755744, 0.9251770618720677, 0.9244087913527328, 0.9223245385736566, 0.921529463001918, 0.921529463001918, 0.9209952833572687, 0.9204577812176484, 0.9201877790931953, 0.9196452624848273, 0.9196452624848273, 0.9182742197115755, 0.9182742197115755, 0.9166008574954206, 0.9163189534721607, 0.9143212727289114, 0.9140323859879603, 0.9134519639532505, 0.9125746784058927, 0.9122804675902669, 0.9122804675902669, 0.9116893600511021, 0.9113924591731603, 0.910496343170818, 0.910496343170818, 0.9101958264520412, 0.9098944005759381, 0.9086795639080399, 0.9077587883502571, 0.907450014345987, 0.9071403124659402, 0.9043108980252872, 0.9010769157808419, 0.8980835075224126, 0.8967275055826844, 0.88970578574512, 0.8886171495618236, 0.8608813591131842, 0.7441789207783136]",GI8EVR
1rb2rk1/1p4pp/p2bp3/5p1q/1P6/P1Q1P1P1/1B3PBP/R4RK1 b - - 3 20,"['h5f7', 'e6e5', 'h5g6', 'f8f7', 'h5h6', 'f8f6', 'h5g5', 'h5g4', 'g8f7', 'd6e5', 'h5h2', 'd6f4', 'h5h3', 'a6a5', 'f8d8', 'c8d7', 'g7g5', 'h5h4', 'f5f4', 'h7h6', 'b7b6', 'd6b4', 'b7b5', 'd6c7', 'h5e2', 'g7g6', 'd6g3', 'g8h8', 'h5e8', 'f8e8', 'b8a8', 'd6e7', 'd6c5', 'h5d1', 'h5f3']","[0.25652269131137545, 0.24613144130277942, 0.24205519274435705, 0.23936334447111163, 0.19970419641667098, 0.1621648870000681, 0.15240657549097442, 0.1313691382702844, 0.11849774804133456, 0.06729486861836093, 0.06706412608595291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",DDSCD3
6k1/p2n2p1/7p/2p5/2Pp2R1/BP2r3/P5K1/5R2 w - - 2 38,"['g4f4', 'g4g6', 'a3c1', 'g4g3', 'g2h1', 'a3b2', 'g2g1', 'g2h2', 'f1f4', 'g4h4', 'f1f2', 'g2f2', 'f1g1', 'f1a1', 'f1f5', 'a3c5', 'f1h1', 'f1f3', 'f1b1', 'f1d1', 'f1c1', 'a3b4', 'b3b4', 'g4d4', 'g4g7', 'g4g5', 'f1f8', 'g4e4', 'f1f6', 'f1e1', 'f1f7']","[0.8595531287770796, 0.854133838270865, 0.8522892607055503, 0.848542284825843, 0.8427758429925688, 0.839826268607404, 0.8317418515310456, 0.8233352267092976, 0.8217227605077602, 0.8217227605077602, 0.8190097461263064, 0.8184632999158717, 0.815157651431742, 0.8089768011390678, 0.7979314733413094, 0.7931402764774053, 0.7857969855524269, 0.77635380603982, 0.7724945149239734, 0.7705473329662962, 0.7531847075065126, 0.7106262503410556, 0.5550076484124536, 0.4742482461063748, 0.42508560971233006, 0.3808281678856246, 0.3551455424350716, 0.3055293955493827, 0.22364619396018004, 0.18153670008412837, 0.17189613488694255]",TB572J
5k2/pp3p2/3R1pq1/8/8/5P2/PP4K1/4R3 w - - 1 32,"['g2h3', 'g2f1', 'g2h1', 'g2f2', 'g2h2']","[0.4659933421436654, 0.4559296988800415, 0.454103562397001, 0.43501278527292314, 0.4286889425850106]",8ALRX2
rnbqk2r/ppp2ppp/3bpn2/8/2PP4/5N2/PP2BPPP/RNBQ1RK1 b kq - 0 7,"['e8g8', 'b7b6', 'c7c5', 'h7h6', 'a7a6', 'b8c6', 'a7a5', 'd6e7', 'c7c6', 'b8d7', 'c8d7', 'f6e4', 'd8d7', 'd6f8', 'f6g4', 'f6g8', 'f6d7', 'f6h5', 'b8a6', 'g7g6', 'h7h5', 'h8g8', 'h8f8', 'e8d7', 'e8f8', 'd6b4', 'b7b5', 'g7g5', 'd8e7', 'e8e7', 'f6d5', 'd6h2', 'e6e5', 'd6c5', 'd6a3', 'd6f4', 'd6g3', 'd6e5']","[0.4295909740554304, 0.4232868990440539, 0.4214902195015801, 0.4196956162806843, 0.415218486764101, 0.40808439067529095, 0.4054188880512549, 0.39569407338298884, 0.3948139524217644, 0.3948139524217644, 0.39305576011188204, 0.3825661400242328, 0.3704656899332343, 0.36874985869153015, 0.3661823363988792, 0.36532817385496535, 0.36532817385496535, 0.35937299492456853, 0.3509405771225878, 0.33681889732873044, 0.3294571208942188, 0.32702145260719145, 0.32459507444197383, 0.32137451728153066, 0.32057201036650806, 0.30631122259226473, 0.30241330468885935, 0.19677806152333344, 0.17032942052712574, 0.13956021014527653, 0.13867824357894337, 0.1284558117032647, 0.1165881370128245, 0.10464443579540594, 0.08090061761863632, 0.07662683689656646, 0.07584890441805336, 0.07559120864726726]",D9LM96
