FEN,Move,Win Probability
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/5N2/PPPNPPPP/R2QKB1R b KQkq - 3 4,"['f8e7', 'b8d7', 'c7c5', 'f6h5', 'f8d6', 'a7a5', 'c8d7', 'b7b6', 'a7a6', 'h7h6', 'g7g6', 'f8b4', 'b8c6', 'c7c6', 'f6d7', 'f6e4', 'd8d7', 'b7b5', 'b8a6', 'h7h5', 'e8d7', 'd8e7', 'h8g8', 'f6g8', 'e8e7', 'f6g4', 'e6e5', 'g7g5', 'f8c5', 'f8a3', 'd8d6']","[0.49079583987119135, 0.48895555679024805, 0.48711557303526726, 0.4852759384118717, 0.48067870579756605, 0.47516641034760715, 0.4733302559691369, 0.4705773918729125, 0.46874313267512907, 0.4623301956955016, 0.4559296988800415, 0.45501647940453177, 0.454103562397001, 0.44954372531791664, 0.44590191339485113, 0.4386360651319824, 0.4277873846879599, 0.4232868990440539, 0.4214902195015801, 0.4214902195015801, 0.4179031343602754, 0.41700770288330274, 0.4098644115408538, 0.4027589492090241, 0.4027589492090241, 0.38867247514924735, 0.3434299837156404, 0.29470257622091905, 0.13867824357894337, 0.1347671251678204, 0.06637629759533209]"
5rk1/p4pbp/1p2p1p1/8/8/1Br2P1P/P4P1B/3R1RK1 w - - 2 27,"['g1g2', 'd1d7', 'h2d6', 'h2g3', 'f1e1', 'h3h4', 'h2f4', 'd1d2', 'd1c1', 'f3f4', 'b3a4', 'd1d6', 'g1h1', 'd1b1', 'd1e1', 'd1a1', 'b3e6', 'a2a4', 'b3d5', 'b3c4', 'b3c2', 'a2a3', 'h2b8', 'h2e5', 'h2c7', 'd1d5', 'd1d4', 'd1d3', 'd1d8']","[0.7524995800919415, 0.7328028486085163, 0.7328028486085163, 0.7106262503410556, 0.7075881993130916, 0.7022268698712444, 0.6983628994701436, 0.6960308990696248, 0.6913366122677582, 0.6858096201223898, 0.6842206622885519, 0.6802294368681915, 0.6786254827184693, 0.6729785473928086, 0.659883343273332, 0.6532413731006851, 0.3294571208942188, 0.2901315068241716, 0.2893737496589443, 0.2614691522497748, 0.23272390323804226, 0.22945266703370382, 0.20989659908230773, 0.1938844142805335, 0.19330957860820386, 0.15051371328484564, 0.13263477974550358, 0.1288686029157785, 0.11138285043817636]"
5rk1/1p1bpp1p/pq3bp1/8/8/2rBPN2/P3QPPP/2R2RK1 w - - 0 19,"['c1c3', 'e3e4', 'f3d2', 'h2h4', 'd3c4', 'f3d4', 'e2d2', 'h2h3', 'f1e1', 'c1b1', 'f1d1', 'c1c2', 'g2g3', 'e2d1', 'g1h1', 'c1d1', 'a2a4', 'c1a1', 'a2a3', 'c1e1', 'g2g4', 'd3c2', 'd3e4', 'f3e5', 'd3g6', 'f3h4', 'f3g5', 'e2e1', 'd3b1', 'd3a6', 'd3f5', 'e2c2', 'f3e1', 'd3b5', 'e2b2']","[0.3294571208942188, 0.2818611582905738, 0.26432321070506637, 0.2586350767502906, 0.2579296914716822, 0.2537238112045824, 0.2509451617398634, 0.24681529249348733, 0.24476757181231845, 0.24408755556920003, 0.24205519274435705, 0.24205519274435705, 0.24138030361930346, 0.23010432245165907, 0.2281532478287117, 0.2281532478287117, 0.21731815726726345, 0.21606818783516446, 0.2032585059804044, 0.20029332613389939, 0.18988777926009714, 0.16671791636261035, 0.16017373139259594, 0.1548000581683256, 0.15383900101915987, 0.14771073929444967, 0.14358734593333494, 0.13348426760561977, 0.1317898757643592, 0.11321813012886112, 0.11248087332490314, 0.10638197729176951, 0.08742532159410737, 0.08539072061698, 0.07688776954513865]"
7r/p1p5/1p3k2/3B3n/3P1N2/2P2P2/PP3K1p/7R w - - 5 42,"['h1h2', 'f4e2', 'f4h5', 'f4g2', 'f4d3', 'f4h3', 'f4e6', 'f4g6', 'd5c4', 'd5g8', 'd5f7', 'a2a3', 'd5a8', 'a2a4', 'c3c4', 'd5e6', 'd5b3', 'd5c6', 'd5e4', 'd5b7', 'f2f1', 'b2b4', 'b2b3', 'f2e3', 'f2e1', 'f2g2', 'h1f1', 'h1e1', 'h1c1', 'f2e2', 'h1d1', 'h1b1', 'h1a1', 'h1g1']","[0.9049462440995383, 0.8950100729306683, 0.8845447646163958, 0.8822693243761491, 0.8783905850187359, 0.8723663888643881, 0.8643718654361714, 0.8008836319239997, 0.5440703011199586, 0.5275875538925041, 0.5119644756166626, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.4981589683200522, 0.4981589683200522, 0.497238468079986, 0.49539752999711567, 0.47608474251652944, 0.4259857125367345, 0.20565410284842756, 0.16774348040130993, 0.1500435305626528, 0.14724779489464035, 0.1458661617291349, 0.14540801215840354, 0.13956021014527653, 0.13867824357894337, 0.13562813456382855]"
4kb1r/2q1np2/p6p/1b4p1/2P5/4Q3/P1P2PPP/3RR1K1 b k - 0 23,"['b5d7', 'b5c6', 'b5a4', 'c7c4', 'b5c4', 'f8g7', 'h6h5', 'h8g8', 'f7f6', 'h8h7', 'f7f5', 'c7f4', 'c7c6', 'c7c8', 'c7b8', 'c7a5', 'c7b7', 'a6a5', 'g5g4', 'c7d7', 'c7h2', 'c7d8', 'c7b6', 'c7d6', 'c7c5', 'c7g3', 'c7e5', 'c7a7']","[0.7441789207783136, 0.716645830340413, 0.648220254322344, 0.5440703011199586, 0.4724124461074959, 0.3816967754233412, 0.21420301444757306, 0.2092866151375503, 0.20867793568510634, 0.1692912623296785, 0.16825814846895443, 0.1646818444286432, 0.1636713177029654, 0.15673687957968802, 0.14771073929444967, 0.13823901653571885, 0.12722419810075325, 0.12082496069766191, 0.11696790982294991, 0.11211381938667214, 0.06683411803730022, 0.04907551589857312, 0.03662586928377254, 0.035223264663407694, 0.035223264663407694, 0.031656225980229935, 0.03011361794122508, 0.029899277137736713]"
r1b2rk1/p1q2ppp/4pn2/3pP3/8/2N5/PPPB1PPP/R2QK2R b KQ - 0 12,"['c7e5', 'f6d7', 'f6e8', 'f6e4', 'f6h5', 'c8a6', 'd5d4', 'a8b8', 'f6g4', 'f8d8', 'c7e7', 'c8b7', 'g7g6', 'c7c6', 'c7c4', 'f8e8', 'a7a5', 'c7d8', 'h7h6', 'c7b8', 'c7b6', 'c8d7', 'c7c5', 'a7a6', 'g7g5', 'h7h5', 'c7b7', 'g8h8', 'c7d7', 'c7a5', 'c7c3', 'c7d6']","[0.5722126153120402, 0.5073636275599663, 0.4477221183422858, 0.4395429240174578, 0.2502536698554691, 0.24408755556920003, 0.24138030361930346, 0.21920288905293317, 0.19970419641667098, 0.1927360397463046, 0.18819434981303984, 0.18651254549806995, 0.18539779231227405, 0.17666477329070246, 0.17666477329070246, 0.17347424696948943, 0.1692912623296785, 0.16417595629270143, 0.16116682502020485, 0.16066965780092213, 0.16066965780092213, 0.15820240791194307, 0.15193153729600622, 0.14771073929444967, 0.1463255076659773, 0.1458661617291349, 0.1417856942140951, 0.1369283400318172, 0.1347671251678204, 0.12160941498126415, 0.08062725610318067, 0.04788657581462291]"
5rk1/p5p1/2N4p/3n1p2/3PN3/6Q1/PP4PP/4R1K1 b - - 0 29,"['g8h7', 'g8h8', 'g7g5', 'f8e8', 'f5e4', 'f8f7', 'f8c8', 'a7a5', 'a7a6', 'd5e3', 'f8a8', 'd5f4', 'h6h5', 'f5f4', 'd5c3', 'g8f7', 'f8d8', 'f8b8', 'd5f6', 'f8f6', 'd5e7', 'd5c7', 'd5b6', 'g7g6', 'd5b4']","[0.025087267386217804, 0.024552563658567783, 0.02360098502907476, 0.022361175571334657, 0.021726199243870925, 0.021338327691400538, 0.020214919521945707, 0.01699571609900946, 0.016214225345366595, 0.014438037809715087, 0.01323305945110509, 0.012853880529946293, 0.011779533507741635, 0.011441520870309307, 0.009094314506443768, 0.0074940758478404534, 0.005886806362247421, 0.0049017878112231905, 0.004375340819376794, 0.001979923470846412, 0.0, 0.0, 0.0, 0.0, 0.0]"
2r3k1/p4p1p/2pqp1p1/3pN2Q/3PnP2/6P1/PrP4P/R4RK1 w - - 0 22,"['h5h4', 'h5h6', 'h5f3', 'h5g4', 'h5h3', 'h5e2', 'h5d1', 'e5f7', 'h5g5', 'a1b1', 'h5h7', 'e5g6', 'e5c4', 'f1b1', 'g3g4', 'a1e1', 'e5d3', 'f4f5', 'g1h1', 'a2a4', 'a1c1', 'c2c3', 'h5g6', 'f1d1', 'c2c4', 'f1f3', 'f1c1', 'a1d1', 'e5f3', 'h2h4', 'f1e1', 'f1f2', 'h5f5', 'e5g4', 'a2a3', 'e5c6', 'g1g2', 'h2h3', 'e5d7']","[0.24476757181231845, 0.24205519274435705, 0.23869359706743176, 0.23010432245165907, 0.2275054850760267, 0.22685902088008758, 0.22685902088008758, 0.14678605153511798, 0.14358734593333494, 0.110656053362296, 0.1085005324218955, 0.10259250923752877, 0.09991208792971568, 0.09991208792971568, 0.0889053425473339, 0.08654803604674943, 0.08481733928130131, 0.08008305980061614, 0.07380974114070527, 0.07060348244255998, 0.070362251071588, 0.06988207243894301, 0.06893079617403686, 0.06799152265130198, 0.06660484252279597, 0.06660484252279597, 0.06614848131031625, 0.06457400649394152, 0.06413060406412313, 0.06390996781621955, 0.06369003899095488, 0.06325229595848025, 0.061316966610996726, 0.061316966610996726, 0.060474702951805626, 0.06026583458431928, 0.05861904138401908, 0.056032737915242325, 0.04656129154388233]"
5rk1/ppq4p/2p2rp1/6Q1/3p1P2/P7/1Pb1BRPP/5RK1 b - - 1 25,"['d4d3', 'b7b5', 'g8g7', 'c7f7', 'g8h8', 'c2f5', 'c2e4', 'f6f5', 'c2b3', 'h7h6', 'c2a4', 'c7b6', 'c7d6', 'c7d7', 'c7d8', 'c7e7', 'f6f7', 'a7a6', 'c7c8', 'h7h5', 'c6c5', 'a7a5', 'c2b1', 'b7b6', 'g8f7', 'f8f7', 'f6e6', 'f6d6', 'c7g7', 'c7b8', 'c2d1', 'c2d3', 'f8d8', 'f8e8', 'f8c8', 'f8a8', 'f6f4', 'c7a5', 'f8b8', 'c7f4', 'c7e5']","[0.6960308990696248, 0.6672810362657015, 0.6338176636011208, 0.6209067564512851, 0.6191718321143753, 0.6122020503513589, 0.6104522820914586, 0.5910258971916128, 0.5504562746820834, 0.5229967635676993, 0.5082839219143761, 0.5064432832995209, 0.4733302559691369, 0.46416128552924907, 0.4605001214877426, 0.38954771790854137, 0.30008809407041565, 0.23141152218477828, 0.23010432245165907, 0.2281532478287117, 0.22364619396018004, 0.22237016798603204, 0.21794509769450665, 0.21482343464315956, 0.2074644899708633, 0.20685972352259474, 0.2032585059804044, 0.1991163680760002, 0.1956167070159846, 0.19503797801426692, 0.18707185632643297, 0.17827723949223973, 0.12479122466512271, 0.1135883369859218, 0.11029421425487995, 0.10743666150648551, 0.1056839310673574, 0.10395646446270596, 0.09826859886598244, 0.08008305980061614, 0.07482293812793234]"
4R2R/2P1Pk2/8/8/p2p4/P2P1NK1/8/8 w - - 1 56,"['g3g4', 'e8a8', 'e8d8', 'f3d2', 'g3f4', 'f3e5', 'h8h4', 'h8h1', 'c7c8b', 'h8h3', 'g3g2', 'h8h5', 'f3h2', 'f3g5', 'h8h2', 'h8h7', 'e8g8', 'g3h2', 'h8h6', 'g3h4', 'e8c8', 'h8f8', 'c7c8q', 'c7c8r', 'e8b8', 'g3f2', 'e8f8', 'c7c8n', 'h8g8', 'f3g1', 'f3h4', 'f3d4', 'g3h3', 'f3e1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
r1bq1b1r/pp1p1k2/2n2nBp/2p1p3/4P3/3P4/PPP2PPP/RNBQK2R b KQ - 0 8,"['f7g6', 'f7g7', 'f7g8', 'f7e7', 'f7e6']","[0.8471171687859335, 0.7225890732124075, 0.6826273873604162, 0.6243673063917166, 0.5504562746820834]"
r1b2b2/6r1/1kp5/p1p5/1pN1P2p/1P3PPp/P2RBB2/3R2K1 b - - 1 39,"['b6c7', 'b6b7', 'b6a6', 'b6a7', 'b6b5']","[0.13823901653571885, 0.1369283400318172, 0.12722419810075325, 0.12358976412903044, 0.1165881370128245]"
3r1rk1/1p1bqpp1/p3pb1p/2P5/1P1P4/P2Q2B1/2B2PPP/3R1RK1 b - - 2 21,"['g7g6', 'e7c5', 'f6e5', 'd7c6', 'f8e8', 'd8a8', 'b7b6', 'd7a4', 'd8b8', 'f6h4', 'd7c8', 'f6g5', 'e7e8', 'e7d6', 'a6a5', 'h6h5', 'e6e5', 'd7b5', 'g8h8', 'd8c8', 'b7b5', 'g7g5', 'd7e8', 'd8e8', 'f6d4']","[0.21606818783516446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
q1r3k1/3nbppp/p1b5/B1Pp4/3P4/P4N2/2Q1BPPP/1R4K1 b - - 4 22,"['e7f6', 'c8b8', 'd7f8', 'a8a7', 'h7h6', 'g7g6', 'h7h5', 'e7f8', 'c8e8', 'c8f8', 'e7d8', 'd7b8', 'd7f6', 'c6b7', 'g8h8', 'f7f6', 'c6b5', 'd7c5', 'g7g5', 'f7f5', 'e7c5', 'g8f8', 'c8d8', 'e7d6', 'd7b6', 'e7h4', 'a8b8', 'd7e5', 'e7g5', 'a8b7', 'c6a4', 'c8c7']","[0.26647680798493956, 0.26004961055879766, 0.2579296914716822, 0.2502536698554691, 0.2488744990616516, 0.2475004199080585, 0.2434088196633245, 0.2434088196633245, 0.24205519274435705, 0.23536418926249292, 0.22173410747470712, 0.2204658929761425, 0.21606818783516446, 0.21606818783516446, 0.2074644899708633, 0.1991163680760002, 0.1799012073028387, 0.17453266737981438, 0.1646818444286432, 0.15820240791194307, 0.15383900101915987, 0.14358734593333494, 0.1351970515980852, 0.11888290410869823, 0.10259250923752877, 0.10259250923752877, 0.10090987209463725, 0.09442218785969808, 0.08920404718859543, 0.08596761401203978, 0.07927305137721596, 0.06940492607857218]"
6rr/pkpb3p/4p3/4p3/7q/1P6/P1P4P/1K3R1R w - - 0 23,"['h1g1', 'a2a4', 'f1g1', 'a2a3', 'b1b2', 'f1f7', 'f1c1', 'b1c1', 'f1d1', 'h2h3', 'f1e1', 'b1a1', 'c2c3', 'f1f3', 'b3b4', 'f1f6', 'f1f8', 'f1f4', 'f1f5', 'f1f2', 'c2c4']","[0.026474131260780576, 0.02619091801539908, 0.025450021900391195, 0.024115477688830378, 0.022522732133093137, 0.021338327691400538, 0.020287976797664864, 0.019781956615132157, 0.019781956615132157, 0.01956889542513185, 0.019288309044073748, 0.019288309044073748, 0.01651052629675498, 0.015025856896427658, 0.014385736921268155, 0.011072706579980773, 0.008864958981259663, 0.006403734606930833, 0.006017516449721594, 0.004359330189108834, 0.0]"
r1bqk2r/pp1pnpbp/2n1p1p1/2p5/2B1P3/P2P1N2/1PPB1PPP/RN1QK2R w KQkq - 3 7,"['d1c1', 'b1c3', 'c2c3', 'd2c3', 'd2c1', 'e1g1', 'h2h4', 'c4b3', 'a1a2', 'c4a2', 'a3a4', 'c4b5', 'h2h3', 'd3d4', 'd2e3', 'd1e2', 'g2g4', 'e4e5', 'd2g5', 'g2g3', 'd2f4', 'h1f1', 'f3g5', 'f3g1', 'e1e2', 'e1f1', 'h1g1', 'f3h4', 'b2b4', 'b2b3', 'c4e6', 'c4a6', 'd2b4', 'c4d5', 'f3e5', 'f3d4', 'd2h6', 'd2a5']","[0.4669097177008696, 0.4605001214877426, 0.4468118376315084, 0.44135784741538037, 0.415218486764101, 0.4054188880512549, 0.38867247514924735, 0.3851787270047305, 0.38430712075371815, 0.3661823363988792, 0.35937299492456853, 0.3585257312416039, 0.3576793498105364, 0.354302733312082, 0.3459250441719453, 0.3459250441719453, 0.33108601360457973, 0.32217808052909447, 0.32217808052909447, 0.3197705631318085, 0.30944966094531423, 0.29393782392203827, 0.2931742312343752, 0.28861716692764805, 0.2878617610188755, 0.2863544891065115, 0.2863544891065115, 0.2818611582905738, 0.21173437828081765, 0.1646818444286432, 0.1280441483889645, 0.11849774804133456, 0.11545523538360414, 0.11470529526403384, 0.10464443579540594, 0.09991208792971568, 0.08654803604674943, 0.06916748505642234]"
8/8/3N1pk1/5p2/8/5K2/5PP1/8 w - - 0 44,"['f3f4', 'f3g3', 'd6e4', 'd6c4', 'd6b7', 'f3e2', 'd6f7', 'd6b5', 'f3e3', 'd6c8', 'g2g4', 'g2g3', 'd6e8', 'd6f5']","[0.9131604245116784, 0.9095920634631363, 0.9062056187734753, 0.905892184593496, 0.905892184593496, 0.9055778121403019, 0.9055778121403019, 0.9052624993351271, 0.9052624993351271, 0.9023820254495157, 0.9020571948855387, 0.9020571948855387, 0.9007482200375524, 0.8388331749797951]"
r2q3r/3b1kp1/p2p3p/2p5/2B1Q3/8/PPP2PPP/RN2K2R b KQ - 2 16,"['f7f8', 'f7f6', 'd6d5', 'd7e6']","[0.08481733928130131, 0.07714951649262453, 0.048562579965255204, 0.0]"
8/8/2k5/p1P3p1/P2K3p/7P/6P1/8 b - - 0 40,"['c6d7', 'c6c7', 'c6b7', 'g5g4']","[0.11926914267573452, 0.11138285043817636, 0.10638197729176951, 0.09505375590046167]"
r2qkb1r/1p2pppp/p1n2n2/3p2B1/6b1/PB1P1N2/1PP2PPP/RN1QK2R b KQkq - 2 8,"['e7e6', 'h7h6', 'g4h5', 'd8d7', 'a8c8', 'd8a5', 'd8d6', 'g4f3', 'c6a5', 'a8b8', 'd8c7', 'c6d4', 'b7b5', 'g4f5', 'e7e5', 'd8b6', 'g7g6', 'd8c8', 'f6g8', 'h7h5', 'c6e5', 'b7b6', 'a6a5', 'd5d4', 'g4e6', 'a8a7', 'c6a7', 'g4d7', 'g4c8', 'h8g8', 'd8b8', 'c6b8', 'f6h5', 'f6d7', 'e8d7', 'f6e4', 'g4h3', 'c6b4']","[0.603425129353426, 0.5874611371519987, 0.5829922971166973, 0.5803043837193158, 0.5749143902876699, 0.5722126153120402, 0.5704090259445697, 0.5649872147270768, 0.5577340998516674, 0.5577340998516674, 0.5577340998516674, 0.5568256609665037, 0.5540980866051488, 0.5495449603745888, 0.545896437602999, 0.545896437602999, 0.5440703011199586, 0.5440703011199586, 0.5349228039541688, 0.5349228039541688, 0.5330902822991305, 0.5285051773118131, 0.5275875538925041, 0.5266697440308632, 0.5257517538936253, 0.5174827500461167, 0.5119644756166626, 0.511044443209752, 0.5092041601288086, 0.5055228953683342, 0.4944771046316658, 0.4926363724400336, 0.4705773918729125, 0.44954372531791664, 0.4341080334601539, 0.22685902088008758, 0.19619673470860033, 0.13867824357894337]"
2krn3/pp5R/2q3p1/6P1/8/2PPQ1B1/3K1P2/8 b - - 0 25,"['c6d5', 'c6b6', 'c6c4', 'e8d6', 'b7b5', 'b7b6', 'd8d6', 'a7a6', 'a7a5', 'd8d5', 'e8g7', 'd8d3', 'c6a6', 'e8c7', 'e8f6', 'c6d7', 'd8d7', 'd8d4', 'c6f3', 'c6e6', 'c6d6', 'c6h1', 'c6b5', 'c6c5', 'c6c7', 'c6g2', 'c6f6', 'c6a4', 'c6c3', 'c6e4']","[0.2275054850760267, 0.17294694147710776, 0.16825814846895443, 0.16774348040130993, 0.16620701810552085, 0.1572241570074313, 0.10708408206807812, 0.10090987209463725, 0.08144987765416223, 0.07610740636397961, 0.07507822752621851, 0.07330789078382272, 0.06964312121410599, 0.06940492607857218, 0.06174219881763471, 0.048562579965255204, 0.03448016547441363, 0.013722581932539224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5r2/ppp3k1/3b2b1/5q2/2BP3Q/2P4P/PP3PP1/4R1K1 w - - 7 30,"['f2f3', 'a2a4', 'a2a3', 'e1d1', 'g1f1', 'c4e6', 'e1c1', 'c4f1', 'e1f1', 'c4b3', 'b2b4', 'd4d5', 'b2b3', 'e1a1', 'e1e6', 'c4e2', 'e1e3', 'g2g4', 'f2f4', 'e1e7', 'e1e5', 'g1h1', 'c4a6', 'c4g8', 'c4d5', 'c4d3', 'c4b5', 'c4f7', 'h4e7', 'e1e4', 'h4h8', 'e1e8', 'h4h7', 'e1b1', 'h4h6', 'h4g3', 'h4f6', 'e1e2', 'h4e4', 'h4f4', 'h4g5', 'h4d8', 'g2g3', 'h4h5', 'h4g4']","[0.41611281849809095, 0.4009888189823705, 0.39922126818820586, 0.3730455687844096, 0.36107015153620403, 0.3585257312416039, 0.35261983069916264, 0.3467586268993149, 0.34177138985111283, 0.34094353873508304, 0.3401166567266681, 0.3401166567266681, 0.33271896373429855, 0.33108601360457973, 0.32783231450251976, 0.32702145260719145, 0.3070941655927887, 0.3055293955493827, 0.2901315068241716, 0.23869359706743176, 0.18539779231227405, 0.1772009855540524, 0.1313691382702844, 0.1288686029157785, 0.12681590743681204, 0.12160941498126415, 0.11811367252912824, 0.11101893141984764, 0.09892308421915808, 0.09071118696593633, 0.08713200331229709, 0.08683957548832155, 0.08090061761863632, 0.08008305980061614, 0.07533431702495696, 0.07355842196199991, 0.07330789078382272, 0.04087344053423547, 0.01693430937636181, 0.015025856896427658, 0.0, 0.0, 0.0, 0.0, 0.0]"
r2qkbnr/ppp2Bpp/2np4/4p2b/4P3/5N1P/PPPP1PP1/RNBQ1RK1 b kq - 0 6,"['h5f7', 'e8f7', 'e8e7', 'e8d7']","[0.8123675424543686, 0.6944706044506174, 0.1360603758040403, 0.08090061761863632]"
2k3r1/p4pr1/3p1p1b/1bnPpP2/2p1P3/PpP3pP/1P2N1B1/1K1N1RR1 b - - 0 28,"['c5d3', 'h6d2', 'g8h8', 'g7h7', 'c8b8', 'c8b7', 'h6g5', 'c8c7', 'a7a5', 'g8d8', 'g8f8', 'b5e8', 'g8e8', 'c5b7', 'g7g5', 'c8d8', 'b5d7', 'c5d7', 'c8d7', 'b5a6', 'c5a6', 'c5a4', 'a7a6', 'b5a4', 'h6f4', 'b5c6', 'c5e4', 'h6c1', 'c5e6', 'h6e3', 'g7g6', 'g7g4']","[0.8101122207399027, 0.7931402764774053, 0.7901034009176923, 0.7845548408574753, 0.7801662604387296, 0.7692427256424765, 0.7633079165915984, 0.7626420342626421, 0.7613064029325682, 0.7606366555288884, 0.7592933013923162, 0.7592933013923162, 0.7586196963806966, 0.7579448072556428, 0.7531847075065126, 0.7490548382601366, 0.7483620769618609, 0.7476680474600357, 0.7455783621617914, 0.7434773086886245, 0.742774437476965, 0.7420703085283178, 0.7406582830702547, 0.7385308477502253, 0.6355251419984301, 0.4917160780856239, 0.44226590014833245, 0.3197705631318085, 0.29393782392203827, 0.2759371730995885, 0.23536418926249292, 0.2340414606810215]"
8/2p4k/8/7p/2KP4/5r2/8/4B3 w - - 0 46,"['d4d5', 'c4d5', 'c4c5', 'c4b5', 'e1h4', 'e1a5', 'c4b4', 'e1b4', 'e1d2', 'e1c3', 'e1g3', 'e1f2']","[0.16774348040130993, 0.16774348040130993, 0.15288283121406654, 0.15193153729600622, 0.14313515442187086, 0.14044687122292038, 0.14044687122292038, 0.1280441483889645, 0.11696790982294991, 0.11138285043817636, 0.08172578028842459, 0.07406185033185864]"
5r1k/2p2ppp/Qb6/1p1q4/PP6/2P5/5PPP/R4RK1 b - - 0 23,"['b5a4', 'f8b8', 'd5e5', 'd5c4', 'd5c6', 'd5d3', 'g7g6', 'b6f2', 'h8g8', 'd5d4', 'h7h5', 'd5e4', 'd5e6', 'd5b3', 'f8a8', 'd5f5', 'h7h6', 'f8e8', 'd5d6', 'd5g5', 'd5d7', 'f8d8', 'd5h5', 'd5d8', 'f8g8', 'f7f5', 'g7g5', 'd5d2', 'f7f6', 'c7c6', 'd5a8', 'c7c5', 'b6e3', 'b6d4', 'b6a7', 'b6a5', 'b6c5', 'd5g2', 'd5f3', 'd5c5', 'd5a2', 'd5b7', 'd5d1', 'f8c8']","[0.17400282193912264, 0.16417595629270143, 0.1288686029157785, 0.12681590743681204, 0.12640873729115243, 0.1260026858061437, 0.12043437276310126, 0.11965646568318677, 0.11696790982294991, 0.1165881370128245, 0.11470529526403384, 0.1139595988024229, 0.11321813012886112, 0.11321813012886112, 0.11284897623993229, 0.11284897623993229, 0.10885720702563229, 0.10533642481155803, 0.10464443579540594, 0.10429994894276634, 0.10395646446270596, 0.10395646446270596, 0.10327249441731556, 0.10327249441731556, 0.10225400583383587, 0.10191649247758733, 0.10157996710955025, 0.09761797455048427, 0.09697119469294446, 0.09442218785969808, 0.09348188324070156, 0.09162643894872474, 0.09132043609196017, 0.08683957548832155, 0.08654803604674943, 0.08368104652783925, 0.08090061761863632, 0.06457400649394152, 0.06217018468833663, 0.05135816615735628, 0.04448184481402617, 0.04309441347327758, 0.04130868707846219, 0.0]"
2r1k2r/3n2pb/pp1qB2p/7P/3B2p1/2P5/PP1Q4/2KR1R2 w k - 1 23,"['e6f7', 'd2e3', 'd2e1', 'd2e2', 'd4g7', 'f1e1', 'e6g4', 'd2g2', 'e6d7', 'e6b3', 'd4g1', 'd1e1', 'd2f4', 'e6c4', 'b2b3', 'f1f4', 'f1g1', 'd4f2', 'f1f2', 'a2a3', 'b2b4', 'a2a4', 'd4c5', 'd4f6', 'd2f2', 'd4b6', 'f1h1', 'd4e5', 'f1f7', 'e6g8', 'e6f5', 'f1f3', 'e6d5', 'd4e3', 'f1f6', 'c3c4', 'f1f5', 'd2h2', 'f1f8', 'd2h6', 'd2c2', 'd2g5', 'd2d3']","[0.9439672620847577, 0.9238925936360204, 0.905892184593496, 0.8946635751884419, 0.8882521875746774, 0.8756103708512714, 0.8719558516110355, 0.8630716599681828, 0.8604397898547235, 0.853213948464882, 0.8494862867151542, 0.837835112999932, 0.8254673326201856, 0.8233352267092976, 0.8032219384766667, 0.7997066738661006, 0.7925355100291366, 0.7789006509604562, 0.7757138412629945, 0.7731409791199124, 0.7606366555288884, 0.7579448072556428, 0.7490548382601366, 0.7371063102310783, 0.7128924657021357, 0.6960308990696248, 0.6842206622885519, 0.6770173032617418, 0.6122020503513589, 0.6016615267275047, 0.5667962794387497, 0.5604570759825421, 0.522078114090291, 0.45775702105393146, 0.4477221183422858, 0.44226590014833245, 0.4214902195015801, 0.39745633901469424, 0.3948139524217644, 0.26503983597811637, 0.2427313650702102, 0.23338203523147633, 0.22945266703370382]"
3r2k1/p2P1pp1/2p2n1p/2p5/6B1/8/PP2R2P/2K5 w - - 2 32,"['e2e3', 'g4f3', 'h2h4', 'g4h3', 'h2h3', 'c1c2', 'b2b3', 'a2a3', 'a2a4', 'c1b1', 'e2e1', 'g4f5', 'e2e5', 'g4h5', 'c1d2', 'c1d1', 'b2b4', 'e2g2', 'g4e6', 'e2f2', 'e2e7', 'e2c2', 'e2d2', 'e2e8', 'e2e4', 'e2e6']","[0.30319063909252536, 0.29393782392203827, 0.2916505347851929, 0.2863544891065115, 0.2766734440058442, 0.27227406568891394, 0.2708173738774771, 0.27009086783348246, 0.26432321070506637, 0.2558210792216864, 0.2551207276169529, 0.2523319525399643, 0.24818682246504542, 0.2275054850760267, 0.2111204806304472, 0.2062562611938536, 0.1991163680760002, 0.19619673470860033, 0.12559775111922367, 0.10464443579540594, 0.10361398030487234, 0.10191649247758733, 0.10157996710955025, 0.09664924125145591, 0.08200253407846159, 0.07714951649262453]"
